ID	Concept	Doculect	Value
149	knee	A11_Londo	dì-bɔ́ŋgɔ́
150	knife	A11_Londo	dì-ɛ́ndí
151	know	A11_Londo	iwoa
152	leaf	A11_Londo	è-ánì
153	leg	A11_Londo	mò-fáŋgá
154	liver	A11_Londo	dì-bà
155	louse	A11_Londo	ɲa
156	man	A11_Londo	moina
157	moon	A11_Londo	ŋ-gɔndɛ
158	mouth	A11_Londo	ò-àná
159	name	A11_Londo	dì-ínà
160	navel	A11_Londo	dì-tɛ́ŋgù
161	neck	A11_Londo	dì-bɔ̀dì
162	night	A11_Londo	bù-dite
163	nose	A11_Londo	mò-fìkí
164	one	A11_Londo	eyɔkɔ
165	person	A11_Londo	mò-tò
166	rain	A11_Londo	m-búà
167	road	A11_Londo	n-jìá
168	root	A11_Londo	muri
169	salt	A11_Londo	i-kwa
170	sand	A11_Londo	ɲaŋga
171	see	A11_Londo	dɛ̀-ɛ́nɛ̀
172	send	A11_Londo	loma
173	shame	A11_Londo	isɔsɔ
174	sing	A11_Londo	kɔnɔ
175	skin	A11_Londo	ɲolo
176	sky	A11_Londo	ŋw-adoba
177	sleep	A11_Londo	iyɔ
178	smoke	A11_Londo	motutu
179	snake	A11_Londo	n-yɔ́ɔ̀
180	spear	A11_Londo	dì-kɔ̀ŋgɔ́
181	steal	A11_Londo	ube
182	stone	A11_Londo	wà-ádè
183	sun	A11_Londo	loba
184	tail	A11_Londo	mò-kòndó
185	ten	A11_Londo	dondaro
186	three	A11_Londo	beyaro
187	tongue	A11_Londo	ì-yémè
188	tooth	A11_Londo	dì-sòŋgá
189	tree	A11_Londo	bò-dé
190	two	A11_Londo	beba
191	urine	A11_Londo	m-ínyádí
192	village	A11_Londo	mò-kí
193	vomit	A11_Londo	yoa
194	walk	A11_Londo	dì-kɛ̀ndɛ̀
195	war	A11_Londo	b-ìdá
196	water	A11_Londo	mà-líbá
197	wind	A11_Londo	ŋguŋga
198	woman	A11_Londo	ŋw-ádánà
199	dew	A11_Londo	bè-kɛdi
200	iron	A11_Londo	ebo
201	animal	A121_Mbonge	ɲama
202	arm	A121_Mbonge	mokɔ
203	ashes	A121_Mbonge	mbu
204	bark	A121_Mbonge	ekuku
205	bed	A121_Mbonge	linɔŋgɔ
206	belly	A121_Mbonge	mea
207	big	A121_Mbonge	kɔlɔ
208	bird	A121_Mbonge	inɔ
209	bite	A121_Mbonge	da
210	blood	A121_Mbonge	makia
211	bone	A121_Mbonge	ese
212	breast	A121_Mbonge	dibɛ
213	burn	A121_Mbonge	yaŋga
214	child	A121_Mbonge	ŋana
215	cloud	A121_Mbonge	ekutukutu
216	come	A121_Mbonge	fɔ
217	count	A121_Mbonge	laŋga
218	die	A121_Mbonge	wa
219	dog	A121_Mbonge	mgba
220	drink	A121_Mbonge	ɲua
221	ear	A121_Mbonge	dito
222	eat	A121_Mbonge	da
223	egg	A121_Mbonge	like
224	elephant	A121_Mbonge	njɛku
225	eye	A121_Mbonge	disɔ
226	face	A121_Mbonge	boso
227	fall	A121_Mbonge	kunda
228	fat, oil	A121_Mbonge	diɔmi
229	feather	A121_Mbonge	esa
230	fingernail	A121_Mbonge	esɔsɔ
231	fire	A121_Mbonge	ŋea
232	fire-wood	A121_Mbonge	iyoli
233	fish	A121_Mbonge	ndɔndi
234	five	A121_Mbonge	beta
235	fly	A121_Mbonge	uŋga
236	four	A121_Mbonge	bene
237	give	A121_Mbonge	ɲɛŋgɛ
238	goat	A121_Mbonge	mboli
239	ground, soil	A121_Mbonge	muɲɛlɛ
240	hair	A121_Mbonge	ɲuŋga
241	head	A121_Mbonge	molofo
242	hear	A121_Mbonge	boka
243	heart	A121_Mbonge	molema
244	horn	A121_Mbonge	museba
245	house	A121_Mbonge	ndabo
246	hunger	A121_Mbonge	nja
247	intestine	A121_Mbonge	mea
248	kill	A121_Mbonge	boloa
249	knee	A121_Mbonge	libɔŋgɔ
250	knife	A121_Mbonge	dilɛndi
251	know	A121_Mbonge	iyoa
252	leaf	A121_Mbonge	eya
253	leg	A121_Mbonge	ŋende
254	liver	A121_Mbonge	libɛ
255	louse	A121_Mbonge	ɲia
256	man	A121_Mbonge	momana
257	moon	A121_Mbonge	ŋgɔndɛ
258	mouth	A121_Mbonge	wana
259	name	A121_Mbonge	dina
260	navel	A121_Mbonge	ditɛŋgu
261	neck	A121_Mbonge	dibɛlu
262	night	A121_Mbonge	bulute
263	nose	A121_Mbonge	do
264	one	A121_Mbonge	eyɔkɔ
265	person	A121_Mbonge	moto
266	rain	A121_Mbonge	mbua
267	road	A121_Mbonge	njea
268	root	A121_Mbonge	ŋili
269	salt	A121_Mbonge	ikpa
270	sand	A121_Mbonge	ɲaŋgɛ
271	see	A121_Mbonge	ɛnɛ
272	send	A121_Mbonge	loma
273	shame	A121_Mbonge	isɔ
274	sing	A121_Mbonge	kɔnɔ
275	skin	A121_Mbonge	ekobo
276	sky	A121_Mbonge	loba
277	sleep	A121_Mbonge	iyɔ
278	smoke	A121_Mbonge	motutu
279	snake	A121_Mbonge	ɲɔ
280	spear	A121_Mbonge	dikɔŋgɔ
281	steal	A121_Mbonge	iba
282	stone	A121_Mbonge	bolale
283	sun	A121_Mbonge	disɛnji
284	tail	A121_Mbonge	mokondo
285	ten	A121_Mbonge	dondalo
286	three	A121_Mbonge	belalo
287	tongue	A121_Mbonge	iyeme
288	tooth	A121_Mbonge	disoŋga
289	tree	A121_Mbonge	wele
290	two	A121_Mbonge	bebe
291	urine	A121_Mbonge	miɲali
292	village	A121_Mbonge	mboka
293	vomit	A121_Mbonge	yoa
294	walk	A121_Mbonge	kɛndɛ
295	war	A121_Mbonge	bila
296	water	A121_Mbonge	maliba
297	wind	A121_Mbonge	ŋguŋga
298	woman	A121_Mbonge	ŋalana
299	dew	A121_Mbonge	bekɛli
300	iron	A121_Mbonge	ekɔkɔ
301	animal	A122_Bakundu	ɲàmà 
302	arm	A122_Bakundu	mòkɔ̀
303	ashes	A122_Bakundu	mbú
304	bark	A122_Bakundu	ekuku
305	bed	A122_Bakundu	dìnõ̀ŋɡò
306	belly	A122_Bakundu	ŋʷèà
307	big	A122_Bakundu	kɔrɔ
308	bird	A122_Bakundu	īnɔ̄
309	bite	A122_Bakundu	da
310	blood	A122_Bakundu	màkìà
311	bone	A122_Bakundu	ésé
312	breast	A122_Bakundu	dìbè
313	burn	A122_Bakundu	yaŋga
314	child	A122_Bakundu	ŋʷánà
315	cloud	A122_Bakundu	mbà
316	come	A122_Bakundu	iya
317	count	A122_Bakundu	laŋga
318	die	A122_Bakundu	wa
319	dog	A122_Bakundu	ŋ̀ɡbá
320	drink	A122_Bakundu	ŋwa
321	ear	A122_Bakundu	dìtoỳ
322	eat	A122_Bakundu	da
323	egg	A122_Bakundu	dìkéù
324	elephant	A122_Bakundu	njɔ̀kù
325	eye	A122_Bakundu	dìsɔ̂
326	face	A122_Bakundu	bòsó
327	fall	A122_Bakundu	kunda
328	fat, oil	A122_Bakundu	dìwɔ́
329	feather	A122_Bakundu	esa
330	fingernail	A122_Bakundu	mòsẽ́ŋɡé
331	fire	A122_Bakundu	móá
332	fire-wood	A122_Bakundu	ícó
333	fish	A122_Bakundu	ndṍndí
334	five	A122_Bakundu	beta
335	fly	A122_Bakundu	ɛrua
336	four	A122_Bakundu	beni
337	give	A122_Bakundu	beke
338	goat	A122_Bakundu	mbóḷì
339	ground, soil	A122_Bakundu	moɲɛrɛ
340	hair	A122_Bakundu	ɲṍŋɡà
341	head	A122_Bakundu	mòló
342	hear	A122_Bakundu	oka
343	heart	A122_Bakundu	mòḷémá
344	horn	A122_Bakundu	mòsébá
345	house	A122_Bakundu	ndábò
346	hunger	A122_Bakundu	nja
347	intestine	A122_Bakundu	mea
348	kill	A122_Bakundu	boloa
349	knee	A122_Bakundu	libɔŋgɔ
350	knife	A122_Bakundu	mòɲìká
351	know	A122_Bakundu	icoa
352	leaf	A122_Bakundu	ècá
353	leg	A122_Bakundu	mōpā
354	liver	A122_Bakundu	dìbè
355	louse	A122_Bakundu	ɲa
356	man	A122_Bakundu	ŋɡʷíáná
357	moon	A122_Bakundu	ŋgɔndɛ
358	mouth	A122_Bakundu	wànà
359	name	A122_Bakundu	díná
360	navel	A122_Bakundu	dìtẽ́ŋɡù
361	neck	A122_Bakundu	ŋɡɔ̄
362	night	A122_Bakundu	bulu
363	nose	A122_Bakundu	dò
364	one	A122_Bakundu	eyɔkɔ
365	person	A122_Bakundu	mòtò
366	rain	A122_Bakundu	mbúà
367	road	A122_Bakundu	njea
368	root	A122_Bakundu	mòkákù
369	salt	A122_Bakundu	íkʷá
370	sand	A122_Bakundu	ɲaŋgu
371	see	A122_Bakundu	ɛnɛ
372	send	A122_Bakundu	loma
373	shame	A122_Bakundu	isɔ
374	sing	A122_Bakundu	kɔnɔ
375	skin	A122_Bakundu	ekobo
376	sky	A122_Bakundu	óŋʷá ḷòbà
377	sleep	A122_Bakundu	iyɔ
378	smoke	A122_Bakundu	motutu
379	snake	A122_Bakundu	ɲɔ̀
380	spear	A122_Bakundu	dìkɔ̃̀ŋɡɔ̀
381	steal	A122_Bakundu	iɸa
382	stone	A122_Bakundu	bòlɛ̀
383	sun	A122_Bakundu	lòbà
384	tail	A122_Bakundu	mòkõ̀ndò
385	ten	A122_Bakundu	londalo
386	three	A122_Bakundu	beraro
387	tongue	A122_Bakundu	lyémè
388	tooth	A122_Bakundu	dìsõ̀ŋɡá
389	tree	A122_Bakundu	bòlé
390	two	A122_Bakundu	bebe
391	urine	A122_Bakundu	miyali
392	village	A122_Bakundu	mbókà
393	vomit	A122_Bakundu	coa
394	walk	A122_Bakundu	aka
395	war	A122_Bakundu	bìlá
396	water	A122_Bakundu	màḷìbà
397	wind	A122_Bakundu	ekwili
398	woman	A122_Bakundu	ŋʷáláná
399	dew	A122_Bakundu	βekɛri
400	iron	A122_Bakundu	èkè
401	animal	A141_Lefo	ɲàm
402	arm	A141_Lefo	ŋ̀-kwɛ̀n
403	ashes	A141_Lefo	mbùmbû
404	bark	A141_Lefo	mbísìbwɛ̌
405	bed	A141_Lefo	wù-tì
406	belly	A141_Lefo	lì-bùm
407	big	A141_Lefo	-tòn
408	bird	A141_Lefo	wù-nɔ̀n
409	bite	A141_Lefo	kwàké
410	blood	A141_Lefo	mà-kìí
411	bone	A141_Lefo	ɛ̀-fìˀ
412	breast	A141_Lefo	lè-bê
413	burn	A141_Lefo	wɔ̀ké
414	child	A141_Lefo	mw-ǎn
415	cloud	A141_Lefo	lì-báŋ
416	come	A141_Lefo	pāʔ
417	count	A141_Lefo	láŋ
418	die	A141_Lefo	wá
419	dog	A141_Lefo	mbwá
420	drink	A141_Lefo	-mwá
421	ear	A141_Lefo	ɛ̀-túì
422	eat	A141_Lefo	-dyá
423	egg	A141_Lefo	lè-kə́
424	elephant	A141_Lefo	ɲjɔ̀ˀ
425	eye	A141_Lefo	d-ǐˀ
426	face	A141_Lefo	wò-sú
427	fall	A141_Lefo	kún
428	fat, oil	A141_Lefo	lè-fɔ́ŋ
429	feather	A141_Lefo	è-ʃə́ˀ
430	fingernail	A141_Lefo	ɲǎn
431	fire	A141_Lefo	mùí
432	fire-wood	A141_Lefo	li-yūè
433	fish	A141_Lefo	ʃüè
434	five	A141_Lefo	-táàn
435	fly	A141_Lefo	-fùmú
436	four	A141_Lefo	-nììn
437	give	A141_Lefo	baˀ
438	goat	A141_Lefo	mból
439	ground, soil	A141_Lefo	ndɔ̀ˀ
440	hair	A141_Lefo	ɲùŋ
441	head	A141_Lefo	ǹ-ló
442	hear	A141_Lefo	wóˀ
443	heart	A141_Lefo	ǹ-lə́m
444	horn	A141_Lefo	tɔ́ŋ
445	house	A141_Lefo	ndáˀ
446	hunger	A141_Lefo	njɛ̀
447	intestine	A141_Lefo	ǹ-yà
448	kill	A141_Lefo	bólò
449	knee	A141_Lefo	lì-bɔ́ŋ
450	knife	A141_Lefo	dì-lɛ́ndɛ́
451	know	A141_Lefo	bí
452	leaf	A141_Lefo	ì-yɛ́
453	leg	A141_Lefo	ɛ̀-kwè
454	liver	A141_Lefo	lì-bɛ̀
455	louse	A141_Lefo	ɲè
456	man	A141_Lefo	mò-mâŋ
457	moon	A141_Lefo	ŋgɔ̀n
458	mouth	A141_Lefo	ǹ-sò
459	name	A141_Lefo	d-ǐn
460	navel	A141_Lefo	wù-tɔ́ŋ
461	neck	A141_Lefo	lè-bɔ̀ˀ
462	night	A141_Lefo	wù-dúù
463	nose	A141_Lefo	dúì
464	one	A141_Lefo	-fɔ́ʔ
465	person	A141_Lefo	mɔ̀ˀ
466	rain	A141_Lefo	mbú
467	road	A141_Lefo	m̀-bòkà
468	root	A141_Lefo	ŋ̀-káŋgá
469	salt	A141_Lefo	ù-kwǎ
470	sand	A141_Lefo	fyàŋgúˀ
471	see	A141_Lefo	-mín
472	send	A141_Lefo	lúm
473	shame	A141_Lefo	wù-ʃɔ́n
474	sing	A141_Lefo	kɔ́n
475	skin	A141_Lefo	ŋgò
476	sky	A141_Lefo	ámwěn
477	sleep	A141_Lefo	wù-yɔ́
478	smoke	A141_Lefo	ǹ-tútù
479	snake	A141_Lefo	ɲɔ̌
480	spear	A141_Lefo	ɛ̀-lɔ̂
481	steal	A141_Lefo	jiˀ
482	stone	A141_Lefo	dì-lɛ́
483	sun	A141_Lefo	dǔlù
484	tail	A141_Lefo	ŋ̀-kòn
485	ten	A141_Lefo	dyôm
486	three	A141_Lefo	-láán
487	tongue	A141_Lefo	ɛ̀-yə́m
488	tooth	A141_Lefo	lè-sòŋ
489	tree	A141_Lefo	bw-ɛ̌
490	two	A141_Lefo	-bɛ̂
491	urine	A141_Lefo	mə̀-níà
492	village	A141_Lefo	ŋ̀-kí
493	vomit	A141_Lefo	-yūé
494	walk	A141_Lefo	-kə̀
495	war	A141_Lefo	bilá
496	water	A141_Lefo	mà-déˀ
497	wind	A141_Lefo	ŋgùŋgù
498	woman	A141_Lefo	mw-àlân
499	dew	A141_Lefo	bè-kə̀kí
500	iron	A141_Lefo	ɛ̀-kèˀ
501	animal	A15A_Mbuu	ɲàm
502	arm	A15A_Mbuu	è-kɛ́ɛ́
503	ashes	A15A_Mbuu	mbúùm
504	bark	A15A_Mbuu	è-kòb'
505	bed	A15A_Mbuu	à-nɔ̀ŋ
506	belly	A15A_Mbuu	à-bə̀m
507	big	A15A_Mbuu	ǹsùg'
508	bird	A15A_Mbuu	à-nɔ̀n
509	bite	A15A_Mbuu	-kpáàlɛ̀
510	blood	A15A_Mbuu	ŋ̀-kìí
511	bone	A15A_Mbuu	è-fèyg'
512	breast	A15A_Mbuu	à-byɛ̂
513	burn	A15A_Mbuu	-tə̀màŋ
514	child	A15A_Mbuu	mw-àn
515	cloud	A15A_Mbuu	mbɑ̀ˀ èbɑ̀ˀ
516	come	A15A_Mbuu	-sɛ́ɛ́
517	count	A15A_Mbuu	-lə́ŋə̀
518	die	A15A_Mbuu	-wə́ə̀
519	dog	A15A_Mbuu	mbwə́
520	drink	A15A_Mbuu	-mwáà
521	ear	A15A_Mbuu	è-túə̀
522	eat	A15A_Mbuu	-jɛ́ɛ̀
523	egg	A15A_Mbuu	à-kyɛ̀
524	elephant	A15A_Mbuu	nzòg'
525	eye	A15A_Mbuu	d-eyg'
526	face	A15A_Mbuu	à-bɛ̀ŋ
527	fall	A15A_Mbuu	-kwə̀ə̀
528	fat, oil	A15A_Mbuu	à-fɔ́ŋ
529	feather	A15A_Mbuu	è-tɔ̀ˀ
530	fingernail	A15A_Mbuu	nyàn
531	fire	A15A_Mbuu	mùú
532	fire-wood	A15A_Mbuu	lɛ́ŋ múú
533	fish	A15A_Mbuu	mɛ̌ɲʃíí
534	five	A15A_Mbuu	-táàn
535	fly	A15A_Mbuu	-lààlè
536	four	A15A_Mbuu	-nìì
537	give	A15A_Mbuu	-bɔ̀ɔ̀
538	goat	A15A_Mbuu	mbólˀ
539	ground, soil	A15A_Mbuu	ndɔ̀b
540	hair	A15A_Mbuu	ɲùŋ
541	head	A15A_Mbuu	ǹ-dú
542	hear	A15A_Mbuu	-gúúlə̀
543	heart	A15A_Mbuu	ǹ-də́m
544	horn	A15A_Mbuu	tɔ́ŋ
545	house	A15A_Mbuu	ndááb'
546	hunger	A15A_Mbuu	nʒyə̀
547	intestine	A15A_Mbuu	ḿmyə̀
548	kill	A15A_Mbuu	-gúə̀
549	knee	A15A_Mbuu	à-bɔ́ŋ
550	knife	A15A_Mbuu	mə̀mpə́ə́
551	know	A15A_Mbuu	-bìɛ̀
552	leaf	A15A_Mbuu	i'yɛ́
553	leg	A15A_Mbuu	è-pòŋ
554	liver	A15A_Mbuu	à-bə̀
555	louse	A15A_Mbuu	tèˀ
556	man	A15A_Mbuu	mònzóm
557	moon	A15A_Mbuu	ŋgɔ̀n
558	mouth	A15A_Mbuu	ǹ-sɔ̀ˀ
559	name	A15A_Mbuu	d(èŋ
560	navel	A15A_Mbuu	à-tɔ́ŋ
561	neck	A15A_Mbuu	kə́ŋ
562	night	A15A_Mbuu	ŋ̀-kùù
563	nose	A15A_Mbuu	dúə́
564	one	A15A_Mbuu	-pɔ́ʔ
565	person	A15A_Mbuu	mòˀ
566	rain	A15A_Mbuu	mbúú
567	road	A15A_Mbuu	nʒyɛ̀
568	root	A15A_Mbuu	ŋ̀-kàŋ
569	salt	A15A_Mbuu	ŋ̀-kwə̀
570	sand	A15A_Mbuu	ɲa̰a̰ nyàŋ
571	see	A15A_Mbuu	-tòŋ
572	send	A15A_Mbuu	-lə́m
573	shame	A15A_Mbuu	à-kpáʔ
574	sing	A15A_Mbuu	-sɔ́ɔ̀
575	skin	A15A_Mbuu	ŋgòb'
576	sky	A15A_Mbuu	dólˀ
577	sleep	A15A_Mbuu	è-yūé
578	smoke	A15A_Mbuu	mbə́làˀ
579	snake	A15A_Mbuu	ɲüə́
580	spear	A15A_Mbuu	à-kɔ̀ŋ
581	steal	A15A_Mbuu	-zə́bə̀
582	stone	A15A_Mbuu	à-lə́
583	sun	A15A_Mbuu	è-ɲɛ̀ŋ
584	tail	A15A_Mbuu	ŋ̀-kòn
585	ten	A15A_Mbuu	júòm
586	three	A15A_Mbuu	-láál
587	tongue	A15A_Mbuu	è-yɛ́m
588	tooth	A15A_Mbuu	à-sùŋ
589	tree	A15A_Mbuu	lɛ́ŋ
590	two	A15A_Mbuu	-bə̀
591	urine	A15A_Mbuu	ǹ-sɛ̀ŋ
592	village	A15A_Mbuu	mbóg'
593	vomit	A15A_Mbuu	-ʒúə̀
594	walk	A15A_Mbuu	-kə̀ə̀
595	war	A15A_Mbuu	bə̀l
596	water	A15A_Mbuu	à-də́b'
597	wind	A15A_Mbuu	è-pə̀b'
598	woman	A15A_Mbuu	mwalˀ
599	dew	A15A_Mbuu	m̀myɛ̀l
600	iron	A15A_Mbuu	è-kìì
601	animal	A15B_Mienge_NW_Manenguba	ɲàm
602	arm	A15B_Mienge_NW_Manenguba	è-kə́ə́
603	ashes	A15B_Mienge_NW_Manenguba	mbúmǐˀ
604	bark	A15B_Mienge_NW_Manenguba	mbʱí jɛ̀n
605	bed	A15B_Mienge_NW_Manenguba	à-nɔ̀ŋ
606	belly	A15B_Mienge_NW_Manenguba	à-bùm
607	big	A15B_Mienge_NW_Manenguba	sùɔ́ˀ
608	bird	A15B_Mienge_NW_Manenguba	mú-nwɑ̀n
609	bite	A15B_Mienge_NW_Manenguba	-kpààlì
610	blood	A15B_Mienge_NW_Manenguba	ò-kìí
611	bone	A15B_Mienge_NW_Manenguba	è-hìˀ
612	breast	A15B_Mienge_NW_Manenguba	à-ɓə̂
613	burn	A15B_Mienge_NW_Manenguba	-sáŋkì
614	child	A15B_Mienge_NW_Manenguba	myæ̌
615	cloud	A15B_Mienge_NW_Manenguba	mbʱɑ̀ˀ
616	come	A15B_Mienge_NW_Manenguba	-sāʔ
617	count	A15B_Mienge_NW_Manenguba	-lάŋ
618	die	A15B_Mienge_NW_Manenguba	-wə́
619	dog	A15B_Mienge_NW_Manenguba	mbʱyɛ́
620	drink	A15B_Mienge_NW_Manenguba	-myə́
621	ear	A15B_Mienge_NW_Manenguba	è-tẅə̂
622	eat	A15B_Mienge_NW_Manenguba	-dyə́
623	egg	A15B_Mienge_NW_Manenguba	à-kyə̀
624	elephant	A15B_Mienge_NW_Manenguba	nzòˀ
625	eye	A15B_Mienge_NW_Manenguba	d-ǐˀ
626	face	A15B_Mienge_NW_Manenguba	à-bìŋ
627	fall	A15B_Mienge_NW_Manenguba	-híŋ
628	fat, oil	A15B_Mienge_NW_Manenguba	ò-hɔ́ŋ
629	feather	A15B_Mienge_NW_Manenguba	è-tɔ̀ˀ
630	fingernail	A15B_Mienge_NW_Manenguba	ɲæ̌n
631	fire	A15B_Mienge_NW_Manenguba	müü
632	fire-wood	A15B_Mienge_NW_Manenguba	sǔŋ
633	fish	A15B_Mienge_NW_Manenguba	-ʃu'ə́
634	five	A15B_Mienge_NW_Manenguba	-tæ̂
635	fly	A15B_Mienge_NW_Manenguba	-pùù
636	four	A15B_Mienge_NW_Manenguba	-nìì
637	give	A15B_Mienge_NW_Manenguba	-bə̀
638	goat	A15B_Mienge_NW_Manenguba	mbʱwɔ́ˀ
639	ground, soil	A15B_Mienge_NW_Manenguba	ndwàsɛ́
640	hair	A15B_Mienge_NW_Manenguba	ɲòŋ
641	head	A15B_Mienge_NW_Manenguba	l-lẅə́
