	Doculect1	Doculect2	cosDistance
613	ICNBiya2	MRYKoshin2	0.914015977
296	BKBMashi2	ZKGKung1	0.913808250
1153	NCCMumfu4	NINMundabli4	0.913736078
538	ENBBiya1	NDNMissong5	0.913666027
1176	NCMMashi5	NMAAbar1	0.913593839
1235	NEMAjumbu9	NUNMunken4	0.913585604
1269	NGTMunken3	TELKoshin4	0.913030474
1246	NFKBiya7	NMAAbar1	0.912990485
617	ICNBiya2	NDNMissong5	0.912398151
1136	NACAbar2	NMNMundabli3	0.912345487
1240	NEMAjumbu9	WCANgun1	0.912236695
787	KDCAjumbu10	KJSFang2	0.912230693
311	BNMKung2	KFKMashi1	0.912156364
954	KJSFang2	NEMAjumbu9	0.912117097
92	AGAMissong2	NMNMundabli3	0.912064044
1161	NCCMumfu4	NUNMunken4	0.911857241
608	ICNBiya2	KMNAjumbu2	0.911779520
764	KCYBuu2	NEAMunken1	0.911717858
1312	NMAAbar1	NMNMundabli3	0.911700115
269	BKBMashi2	LFNMundabli1	0.911601585
745	KCSKung3	TNTMunken2	0.911546834
435	DPNFang13	ICNBiya2	0.911293461
41	ABSMissong1	NMNMundabli3	0.911208090
1149	NCCMumfu4	NEAMunken1	0.911007731
615	ICNBiya2	NCCMumfu4	0.910950733
154	APBMumfu1	BKBMashi2	0.910535660
98	AGAMissong2	NVIAjumbu1	0.910526055
250	BKBMashi2	BNMKung2	0.910513314
231	BAAMashi4	NEAMunken1	0.910492596
1326	NMNMundabli3	NUNMunken4	0.910410567
1234	NEMAjumbu9	NSFBiya5	0.909959976
1331	NMNMundabli3	WCANgun1	0.909930413
659	JGYKoshin3	NGTMunken3	0.909909318
907	KFKMashi1	NVBAbar7	0.909901582
794	KDCAjumbu10	NACAbar2	0.909812174
1036	MCANgun3	NFKBiya7	0.909741013
499	ECLAbar8	NEMAjumbu9	0.909718876
248	BAAMashi4	WCANgun1	0.909366826
810	KDCAjumbu10	NUNMunken4	0.909248449
283	BKBMashi2	NJNBiya6	0.909201563
485	ECLAbar8	KFKMashi1	0.909141451
899	KFKMashi1	NJNBiya6	0.909012673
4	ABSMissong1	BKBMashi2	0.908971908
381	CENMundabli2	NUNMunken4	0.908935226
320	BNMKung2	NACAbar2	0.908925468
1066	MEAMumfu3	NMAAbar1	0.908901456
568	FBCBiya8	KJSFang2	0.908671587
694	KBMNgun4	NEMAjumbu9	0.908405454
135	AOMNgun2	NEMAjumbu9	0.908373727
222	BAAMashi4	LFNMundabli1	0.908321881
1034	MCANgun3	NEAMunken1	0.908279464
929	KHKFang12	NJNBiya6	0.908136510
1005	LFNMundabli1	NCCMumfu4	0.907912369
626	ICNBiya2	NMNMundabli3	0.907878634
170	APBMumfu1	KFKMashi1	0.907855509
1147	NCCMumfu4	NCMMashi5	0.907792532
20	ABSMissong1	KFKMashi1	0.907777522
99	AGAMissong2	TELKoshin4	0.907656482
998	KMNAjumbu2	WCANgun1	0.907616438
1214	NEAMunken1	NMNMundabli3	0.907564575
550	ENBBiya1	NSFBiya5	0.907530649
815	KDCAjumbu10	WCANgun1	0.907206757
369	CENMundabli2	NEAMunken1	0.907189542
385	CENMundabli2	TNTMunken2	0.907107379
540	ENBBiya1	NEMAjumbu9	0.906972398
981	KMNAjumbu2	NEAMunken1	0.906914996
1162	NCCMumfu4	NVBAbar7	0.906781478
629	ICNBiya2	NSFBiya5	0.906776381
885	KFKMashi1	LFNMundabli1	0.905934974
1071	MEAMumfu3	NUNMunken4	0.905793831
58	AGAMissong2	DNMMumfu2	0.905599410
291	BKBMashi2	NVBAbar7	0.905523033
1100	MNJBuu4	WCANgun1	0.905512207
1158	NCCMumfu4	NMSMissong4	0.905454616
64	AGAMissong2	JGYKoshin3	0.905316688
1348	NNBBuu3	WCANgun1	0.905274322
527	ENBBiya1	KHKFang12	0.905150007
208	BAAMashi4	ENBBiya1	0.904926187
386	CENMundabli2	WCANgun1	0.904916667
254	BKBMashi2	ECLAbar8	0.904909450
1310	NJSKung4	WCANgun1	0.904710056
1359	NUNMunken4	TELKoshin4	0.904646154
300	BNMKung2	ECLAbar8	0.904583019
1125	NACAbar2	NCCMumfu4	0.904326417
809	KDCAjumbu10	NSFBiya5	0.904188460
1083	MNJBuu4	NEAMunken1	0.904021995
1212	NEAMunken1	NJSKung4	0.903856036
521	ENBBiya1	KCSKung3	0.903788811
634	ICNBiya2	TNTMunken2	0.903690891
677	KBMNgun4	KDCAjumbu10	0.903647540
6	ABSMissong1	CENMundabli2	0.903642125
555	ENBBiya1	TNTMunken2	0.903603853
76	AGAMissong2	MCANgun3	0.903579501
430	DNMMumfu2	WCANgun1	0.903561193
1216	NEAMunken1	NNBBuu3	0.903423995
456	DPNFang13	NEAMunken1	0.903317006
372	CENMundabli2	NGTMunken3	0.903293543
57	AGAMissong2	CENMundabli2	0.903286502
1262	NGTMunken3	NMNMundabli3	0.903100745
1236	NEMAjumbu9	NVBAbar7	0.903078684
668	JGYKoshin3	NUNMunken4	0.903071726
1181	NCMMashi5	NUNMunken4	0.903032258
409	DNMMumfu2	NACAbar2	0.902906841
106	AOMNgun2	BNMKung2	0.902786195
537	ENBBiya1	NCMMashi5	0.902773971
131	AOMNgun2	NCCMumfu4	0.902712237
523	ENBBiya1	KDCAjumbu10	0.902639126
725	KCSKung3	NACAbar2	0.902531566
77	AGAMissong2	MEAMumfu3	0.902374710
1232	NEMAjumbu9	NMSMissong4	0.902211457
1327	NMNMundabli3	NVBAbar7	0.902186394
1189	NDNMissong5	NEMAjumbu9	0.902085947
108	AOMNgun2	DNMMumfu2	0.902039635
1372	TELKoshin4	TNTMunken2	0.902001223
1057	MEAMumfu3	NCMMashi5	0.901576414
121	AOMNgun2	KFKMashi1	0.901496472
624	ICNBiya2	NJSKung4	0.901465289
272	BKBMashi2	MNJBuu4	0.901168117
893	KFKMashi1	NDNMissong5	0.900935587
1369	NVIAjumbu1	TNTMunken2	0.900907574
482	ECLAbar8	KDCAjumbu10	0.900894275
107	AOMNgun2	CENMundabli2	0.900766450
769	KCYBuu2	NJNBiya6	0.900602360
1076	MEAMumfu3	WCANgun1	0.900315599
273	BKBMashi2	MRYKoshin2	0.900149904
288	BKBMashi2	NNBBuu3	0.900077009
1041	MCANgun3	NMAAbar1	0.900057553
1142	NACAbar2	NVIAjumbu1	0.900049304
116	AOMNgun2	KCSKung3	0.899905093
1132	NACAbar2	NINMundabli4	0.899793279
746	KCSKung3	WCANgun1	0.899702522
105	AOMNgun2	BKBMashi2	0.899653501
619	ICNBiya2	NEMAjumbu9	0.899459502
371	CENMundabli2	NFKBiya7	0.898807495
729	KCSKung3	NEAMunken1	0.898776981
1126	NACAbar2	NCMMashi5	0.898748253
672	JGYKoshin3	TNTMunken2	0.898627953
1168	NCMMashi5	NDNMissong5	0.898603174
836	KDVFang1	NJNBiya6	0.898215519
392	DNMMumfu2	ICNBiya2	0.898150900
807	KDCAjumbu10	NMSMissong4	0.898048037
606	ICNBiya2	KHKFang12	0.897993004
880	KEMBuu1	WCANgun1	0.897841917
264	BKBMashi2	KEMBuu1	0.897839083
209	BAAMashi4	FBCBiya8	0.897772565
277	BKBMashi2	NDNMissong5	0.897746399
382	CENMundabli2	NVBAbar7	0.897734048
1152	NCCMumfu4	NGTMunken3	0.897645377
426	DNMMumfu2	NVBAbar7	0.897534411
376	CENMundabli2	NMAAbar1	0.897494879
513	ECLAbar8	TELKoshin4	0.897459986
118	AOMNgun2	KDCAjumbu10	0.897386262
1309	NJSKung4	TNTMunken2	0.897283472
1143	NACAbar2	TELKoshin4	0.897243963
611	ICNBiya2	MEAMumfu3	0.897220787
811	KDCAjumbu10	NVBAbar7	0.897205740
1123	MRYKoshin2	WCANgun1	0.897172367
253	BKBMashi2	DPNFang13	0.897170244
602	ICNBiya2	KDCAjumbu10	0.897156580
888	KFKMashi1	MNJBuu4	0.897137197
411	DNMMumfu2	NCMMashi5	0.897133166
347	CENMundabli2	FBCBiya8	0.896992935
224	BAAMashi4	MEAMumfu3	0.896964351
1072	MEAMumfu3	NVBAbar7	0.896924841
850	KEMBuu1	KFKMashi1	0.896858685
577	FBCBiya8	NCMMashi5	0.896620589
148	AOMNgun2	NVIAjumbu1	0.896574203
425	DNMMumfu2	NUNMunken4	0.896475308
374	CENMundabli2	NJNBiya6	0.896095925
797	KDCAjumbu10	NDNMissong5	0.896092258
413	DNMMumfu2	NEAMunken1	0.896041031
524	ENBBiya1	KDVFang1	0.895954271
327	BNMKung2	NGTMunken3	0.895902927
904	KFKMashi1	NNBBuu3	0.895890643
333	BNMKung2	NMSMissong4	0.895870054
348	CENMundabli2	ICNBiya2	0.895837221
868	KEMBuu1	NJNBiya6	0.895836108
889	KFKMashi1	MRYKoshin2	0.895798319
240	BAAMashi4	NMSMissong4	0.895680019
363	CENMundabli2	MNJBuu4	0.895650304
478	ECLAbar8	JGYKoshin3	0.895560224
1059	MEAMumfu3	NEAMunken1	0.895554126
910	KFKMashi1	TNTMunken2	0.895277409
294	BKBMashi2	TNTMunken2	0.894696223
528	ENBBiya1	KJSFang2	0.894633553
1106	MRYKoshin2	NEAMunken1	0.894587040
1268	NGTMunken3	NVIAjumbu1	0.894470527
233	BAAMashi4	NFKBiya7	0.894462651
1004	LFNMundabli1	NACAbar2	0.894318771
675	KBMNgun4	KCSKung3	0.894242581
125	AOMNgun2	LFNMundabli1	0.894192263
138	AOMNgun2	NINMundabli4	0.894054349
1330	NMNMundabli3	TNTMunken2	0.894024298
378	CENMundabli2	NMSMissong4	0.893882514
652	JGYKoshin3	NACAbar2	0.893866041
1035	MCANgun3	NEMAjumbu9	0.893850578
1323	NMNMundabli3	NMSMissong4	0.893824029
1275	NINMundabli4	NMAAbar1	0.893792620
473	DPNFang13	WCANgun1	0.893778027
211	BAAMashi4	JGYKoshin3	0.893755736
1134	NACAbar2	NJSKung4	0.893689264
67	AGAMissong2	KCYBuu2	0.893561202
997	KMNAjumbu2	TNTMunken2	0.893413586
85	AGAMissong2	NEMAjumbu9	0.893118583
349	CENMundabli2	JGYKoshin3	0.892757093
622	ICNBiya2	NINMundabli4	0.892711297
238	BAAMashi4	NMAAbar1	0.892655542
228	BAAMashi4	NCCMumfu4	0.892584385
140	AOMNgun2	NJSKung4	0.892508751
443	DPNFang13	KFKMashi1	0.892441131
350	CENMundabli2	KBMNgun4	0.892389262
384	CENMundabli2	TELKoshin4	0.892317521
1285	NINMundabli4	WCANgun1	0.892085462
243	BAAMashi4	NUNMunken4	0.891922159
3	ABSMissong1	BAAMashi4	0.891793568
1068	MEAMumfu3	NMSMissong4	0.891533084
1055	MEAMumfu3	NACAbar2	0.891388123
496	ECLAbar8	NCMMashi5	0.891365712
547	ENBBiya1	NMNMundabli3	0.891348518
495	ECLAbar8	NCCMumfu4	0.891303573
142	AOMNgun2	NMNMundabli3	0.891122264
1247	NFKBiya7	NMNMundabli3	0.891062929
368	CENMundabli2	NDNMissong5	0.890979081
205	BAAMashi4	DNMMumfu2	0.890945963
512	ECLAbar8	NVIAjumbu1	0.890866170
88	AGAMissong2	NINMundabli4	0.890849873
48	ABSMissong1	TELKoshin4	0.890567757
1146	NACAbar2	ZKGKung1	0.890506174
863	KEMBuu1	NEAMunken1	0.890493185
34	ABSMissong1	NEMAjumbu9	0.890398832
1172	NCMMashi5	NGTMunken3	0.890371552
337	BNMKung2	NVBAbar7	0.890200538
227	BAAMashi4	NACAbar2	0.890175060
506	ECLAbar8	NMNMundabli3	0.890161292
127	AOMNgun2	MEAMumfu3	0.890101274
132	AOMNgun2	NCMMashi5	0.889775103
246	BAAMashi4	TELKoshin4	0.889604534
153	APBMumfu1	BAAMashi4	0.889498619
536	ENBBiya1	NCCMumfu4	0.889440940
345	CENMundabli2	ECLAbar8	0.889353676
516	ECLAbar8	ZKGKung1	0.889334409
31	ABSMissong1	NCMMashi5	0.889229995
790	KDCAjumbu10	MCANgun3	0.889127324
600	ICNBiya2	KCSKung3	0.888995654
958	KJSFang2	NJNBiya6	0.888775669
1289	NJNBiya6	NMNMundabli3	0.888631749
587	FBCBiya8	NMNMundabli3	0.888457195
383	CENMundabli2	NVIAjumbu1	0.888339862
5	ABSMissong1	BNMKung2	0.888337162
152	AOMNgun2	ZKGKung1	0.888236557
1329	NMNMundabli3	TELKoshin4	0.888199297
1358	NUNMunken4	NVIAjumbu1	0.888134211
1272	NGTMunken3	ZKGKung1	0.887881890
323	BNMKung2	NDNMissong5	0.887825449
380	CENMundabli2	NSFBiya5	0.887822026
924	KHKFang12	NEAMunken1	0.887771261
1173	NCMMashi5	NINMundabli4	0.887760232
740	KCSKung3	NSFBiya5	0.887747310
480	ECLAbar8	KCSKung3	0.887574049
124	AOMNgun2	KMNAjumbu2	0.887151913
1091	MNJBuu4	NMNMundabli3	0.886927913
340	BNMKung2	TNTMunken2	0.886769824
1280	NINMundabli4	NUNMunken4	0.886710729
344	CENMundabli2	DPNFang13	0.886575500
68	AGAMissong2	KDCAjumbu10	0.886450363
1182	NCMMashi5	NVBAbar7	0.886128761
1062	MEAMumfu3	NGTMunken3	0.886125155
1341	NMSMissong4	ZKGKung1	0.886087094
1196	NDNMissong5	NMNMundabli3	0.886068662
977	KMNAjumbu2	NACAbar2	0.885957615
1364	NVBAbar7	TELKoshin4	0.885918613
331	BNMKung2	NMAAbar1	0.885831589
268	BKBMashi2	KMNAjumbu2	0.885819361
664	JGYKoshin3	NMNMundabli3	0.885716670
149	AOMNgun2	TELKoshin4	0.885598326
607	ICNBiya2	KJSFang2	0.885486490
732	KCSKung3	NGTMunken3	0.885341748
389	DNMMumfu2	ECLAbar8	0.885323151
576	FBCBiya8	NCCMumfu4	0.885298807
1006	LFNMundabli1	NCMMashi5	0.885292458
361	CENMundabli2	MCANgun3	0.885275362
103	AOMNgun2	APBMumfu1	0.885226116
1210	NEAMunken1	NINMundabli4	0.885202343
422	DNMMumfu2	NMSMissong4	0.885198909
1171	NCMMashi5	NFKBiya7	0.885184957
1338	NMSMissong4	TELKoshin4	0.885149706
13	ABSMissong1	JGYKoshin3	0.884919129
190	APBMumfu1	NMAAbar1	0.884865709
200	APBMumfu1	WCANgun1	0.884761986
905	KFKMashi1	NSFBiya5	0.884682396
665	JGYKoshin3	NMSMissong4	0.884674761
504	ECLAbar8	NJSKung4	0.884638057
1086	MNJBuu4	NGTMunken3	0.884625972
162	APBMumfu1	ICNBiya2	0.884623274
603	ICNBiya2	KDVFang1	0.884464171
335	BNMKung2	NSFBiya5	0.884449858
336	BNMKung2	NUNMunken4	0.884292139
1353	NSFBiya5	TELKoshin4	0.884238695
472	DPNFang13	TNTMunken2	0.884054741
884	KFKMashi1	KMNAjumbu2	0.883874947
520	ENBBiya1	KBMNgun4	0.883845188
1148	NCCMumfu4	NDNMissong5	0.883829773
599	ICNBiya2	KBMNgun4	0.883698019
1264	NGTMunken3	NNBBuu3	0.883528844
236	BAAMashi4	NJNBiya6	0.883476286
289	BKBMashi2	NSFBiya5	0.883385815
53	AGAMissong2	APBMumfu1	0.883317741
90	AGAMissong2	NJSKung4	0.883140609
1185	NCMMashi5	TNTMunken2	0.883124872
206	BAAMashi4	DPNFang13	0.883035966
234	BAAMashi4	NGTMunken3	0.882925919
669	JGYKoshin3	NVBAbar7	0.882922593
1260	NGTMunken3	NJSKung4	0.882813028
1110	MRYKoshin2	NINMundabli4	0.882627602
74	AGAMissong2	KMNAjumbu2	0.882259268
701	KBMNgun4	NMNMundabli3	0.882022696
1282	NINMundabli4	NVIAjumbu1	0.881900242
1015	LFNMundabli1	NMAAbar1	0.881777069
47	ABSMissong1	NVIAjumbu1	0.881709435
785	KDCAjumbu10	KFKMashi1	0.881474426
179	APBMumfu1	NACAbar2	0.881434191
262	BKBMashi2	KDCAjumbu10	0.881388377
37	ABSMissong1	NINMundabli4	0.881353140
207	BAAMashi4	ECLAbar8	0.881332795
114	AOMNgun2	JGYKoshin3	0.881252382
699	KBMNgun4	NJSKung4	0.881075638
230	BAAMashi4	NDNMissong5	0.880738253
895	KFKMashi1	NEMAjumbu9	0.880361115
1325	NMNMundabli3	NSFBiya5	0.880280415
721	KCSKung3	MCANgun3	0.880254577
1024	LFNMundabli1	TNTMunken2	0.880235251
1281	NINMundabli4	NVBAbar7	0.880113736
353	CENMundabli2	KDCAjumbu10	0.880076010
491	ECLAbar8	MEAMumfu3	0.880070383
1020	LFNMundabli1	NUNMunken4	0.879987109
741	KCSKung3	NUNMunken4	0.879867143
7	ABSMissong1	DNMMumfu2	0.879698488
17	ABSMissong1	KDCAjumbu10	0.879611484
279	BKBMashi2	NEMAjumbu9	0.879422774
459	DPNFang13	NGTMunken3	0.879394375
1203	NDNMissong5	TELKoshin4	0.879333569
1151	NCCMumfu4	NFKBiya7	0.879251520
667	JGYKoshin3	NSFBiya5	0.879145058
1367	NVBAbar7	ZKGKung1	0.879110570
728	KCSKung3	NDNMissong5	0.878920020
181	APBMumfu1	NCMMashi5	0.878888531
1322	NMAAbar1	ZKGKung1	0.878833951
708	KBMNgun4	TELKoshin4	0.878784588
79	AGAMissong2	MRYKoshin2	0.878739632
370	CENMundabli2	NEMAjumbu9	0.878679380
15	ABSMissong1	KCSKung3	0.878554625
379	CENMundabli2	NNBBuu3	0.878289278
245	BAAMashi4	NVIAjumbu1	0.878066990
346	CENMundabli2	ENBBiya1	0.877994386
1160	NCCMumfu4	NSFBiya5	0.877890340
1362	NUNMunken4	ZKGKung1	0.877802315
1328	NMNMundabli3	NVIAjumbu1	0.877752761
66	AGAMissong2	KCSKung3	0.877611196
59	AGAMissong2	DPNFang13	0.877543204
1284	NINMundabli4	TNTMunken2	0.877492604
1174	NCMMashi5	NJNBiya6	0.877425850
247	BAAMashi4	TNTMunken2	0.877360019
1243	NFKBiya7	NINMundabli4	0.877317284
1165	NCCMumfu4	TNTMunken2	0.877148683
78	AGAMissong2	MNJBuu4	0.877092681
941	KHKFang12	WCANgun1	0.877050806
1363	NVBAbar7	NVIAjumbu1	0.877019329
1099	MNJBuu4	TNTMunken2	0.876947950
94	AGAMissong2	NNBBuu3	0.876873174
75	AGAMissong2	LFNMundabli1	0.876799382
583	FBCBiya8	NINMundabli4	0.876726246
429	DNMMumfu2	TNTMunken2	0.876713262
104	AOMNgun2	BAAMashi4	0.876510841
1025	LFNMundabli1	WCANgun1	0.876405972
637	JGYKoshin3	KBMNgun4	0.876297036
984	KMNAjumbu2	NGTMunken3	0.875852861
502	ECLAbar8	NINMundabli4	0.875796362
1304	NJSKung4	NSFBiya5	0.875781921
351	CENMundabli2	KCSKung3	0.875601283
1102	MRYKoshin2	NACAbar2	0.875595675
488	ECLAbar8	KMNAjumbu2	0.875541698
831	KDVFang1	NEAMunken1	0.875407071
655	JGYKoshin3	NDNMissong5	0.875405382
266	BKBMashi2	KHKFang12	0.875347546
364	CENMundabli2	MRYKoshin2	0.875057241
1337	NMSMissong4	NVIAjumbu1	0.875033295
1352	NSFBiya5	NVIAjumbu1	0.874690159
390	DNMMumfu2	ENBBiya1	0.874618951
1163	NCCMumfu4	NVIAjumbu1	0.874505402
492	ECLAbar8	MNJBuu4	0.874392489
1324	NMNMundabli3	NNBBuu3	0.874315461
1079	MNJBuu4	NACAbar2	0.873953185
24	ABSMissong1	LFNMundabli1	0.873756302
742	KCSKung3	NVBAbar7	0.873454585
1305	NJSKung4	NUNMunken4	0.873430592
1042	MCANgun3	NMNMundabli3	0.873205717
183	APBMumfu1	NEAMunken1	0.873074133
23	ABSMissong1	KMNAjumbu2	0.873028974
225	BAAMashi4	MNJBuu4	0.873002840
1008	LFNMundabli1	NEAMunken1	0.872848435
30	ABSMissong1	NCCMumfu4	0.872787764
464	DPNFang13	NMNMundabli3	0.872538092
196	APBMumfu1	NVBAbar7	0.872526039
1347	NNBBuu3	TNTMunken2	0.872385876
416	DNMMumfu2	NGTMunken3	0.872071410
532	ENBBiya1	MEAMumfu3	0.872038521
1273	NINMundabli4	NJNBiya6	0.871814427
1021	LFNMundabli1	NVBAbar7	0.871785063
195	APBMumfu1	NUNMunken4	0.871681452
508	ECLAbar8	NNBBuu3	0.871631114
1058	MEAMumfu3	NDNMissong5	0.871611555
305	BNMKung2	KBMNgun4	0.871370440
452	DPNFang13	NACAbar2	0.871030050
241	BAAMashi4	NNBBuu3	0.871012726
432	DPNFang13	ECLAbar8	0.870943221
244	BAAMashi4	NVBAbar7	0.870697152
1180	NCMMashi5	NSFBiya5	0.870625042
1095	MNJBuu4	NUNMunken4	0.870582227
1073	MEAMumfu3	NVIAjumbu1	0.870511657
1194	NDNMissong5	NJSKung4	0.870494006
391	DNMMumfu2	FBCBiya8	0.870144109
760	KCYBuu2	NACAbar2	0.869966163
882	KFKMashi1	KHKFang12	0.869738202
70	AGAMissong2	KEMBuu1	0.869705636
1343	NNBBuu3	NUNMunken4	0.869656030
609	ICNBiya2	LFNMundabli1	0.869585245
543	ENBBiya1	NINMundabli4	0.869575361
1206	NDNMissong5	ZKGKung1	0.869541129
992	KMNAjumbu2	NSFBiya5	0.869394416
284	BKBMashi2	NJSKung4	0.868516736
1202	NDNMissong5	NVIAjumbu1	0.868289344
1306	NJSKung4	NVBAbar7	0.868287942
197	APBMumfu1	NVIAjumbu1	0.868267466
359	CENMundabli2	KMNAjumbu2	0.868110222
993	KMNAjumbu2	NUNMunken4	0.868092190
1283	NINMundabli4	TELKoshin4	0.868091201
940	KHKFang12	TNTMunken2	0.867926047
412	DNMMumfu2	NDNMissong5	0.867894884
690	KBMNgun4	NCCMumfu4	0.867763016
1302	NJSKung4	NMSMissong4	0.867745263
489	ECLAbar8	LFNMundabli1	0.867718291
738	KCSKung3	NMSMissong4	0.867344560
572	FBCBiya8	MEAMumfu3	0.867293029
263	BKBMashi2	KDVFang1	0.867286019
654	JGYKoshin3	NCMMashi5	0.867283289
427	DNMMumfu2	NVIAjumbu1	0.867281195
129	AOMNgun2	MRYKoshin2	0.867177818
468	DPNFang13	NUNMunken4	0.867176991
848	KDVFang1	WCANgun1	0.867019892
707	KBMNgun4	NVIAjumbu1	0.866742306
767	KCYBuu2	NGTMunken3	0.866626111
267	BKBMashi2	KJSFang2	0.866557604
1154	NCCMumfu4	NJNBiya6	0.866557143
1356	NSFBiya5	ZKGKung1	0.866474687
660	JGYKoshin3	NINMundabli4	0.866331776
1122	MRYKoshin2	TNTMunken2	0.866291596
1138	NACAbar2	NNBBuu3	0.866063877
1022	LFNMundabli1	NVIAjumbu1	0.865570232
1376	TNTMunken2	ZKGKung1	0.865471024
900	KFKMashi1	NJSKung4	0.865410272
570	FBCBiya8	LFNMundabli1	0.865302020
481	ECLAbar8	KCYBuu2	0.865141005
1003	LFNMundabli1	MRYKoshin2	0.865126604
260	BKBMashi2	KCSKung3	0.864985078
460	DPNFang13	NINMundabli4	0.864521195
493	ECLAbar8	MRYKoshin2	0.864371430
683	KBMNgun4	KMNAjumbu2	0.864252963
437	DPNFang13	KBMNgun4	0.864211701
1010	LFNMundabli1	NFKBiya7	0.864032234
953	KJSFang2	NEAMunken1	0.863912351
259	BKBMashi2	KBMNgun4	0.863898634
357	CENMundabli2	KHKFang12	0.863879516
1258	NGTMunken3	NINMundabli4	0.863729969
128	AOMNgun2	MNJBuu4	0.863566693
203	BAAMashi4	BNMKung2	0.863417490
680	KBMNgun4	KFKMashi1	0.863260631
1061	MEAMumfu3	NFKBiya7	0.863074423
1070	MEAMumfu3	NSFBiya5	0.862988042
818	KDVFang1	KFKMashi1	0.862511954
1075	MEAMumfu3	TNTMunken2	0.862282140
415	DNMMumfu2	NFKBiya7	0.862206872
214	BAAMashi4	KCYBuu2	0.862047466
1277	NINMundabli4	NMSMissong4	0.862024820
159	APBMumfu1	ECLAbar8	0.861951804
772	KCYBuu2	NMNMundabli3	0.861941481
51	ABSMissong1	ZKGKung1	0.861907332
1013	LFNMundabli1	NJNBiya6	0.861898260
883	KFKMashi1	KJSFang2	0.861600592
1080	MNJBuu4	NCCMumfu4	0.861574203
226	BAAMashi4	MRYKoshin2	0.861561047
847	KDVFang1	TNTMunken2	0.861530503
424	DNMMumfu2	NSFBiya5	0.861354131
687	KBMNgun4	MNJBuu4	0.861257511
109	AOMNgun2	DPNFang13	0.861121964
1109	MRYKoshin2	NGTMunken3	0.861086077
663	JGYKoshin3	NMAAbar1	0.861080830
26	ABSMissong1	MEAMumfu3	0.860702879
1319	NMAAbar1	TELKoshin4	0.860563630
160	APBMumfu1	ENBBiya1	0.860551809
716	KCSKung3	KFKMashi1	0.860108455
352	CENMundabli2	KCYBuu2	0.860008095
27	ABSMissong1	MNJBuu4	0.859976754
354	CENMundabli2	KDVFang1	0.859868609
653	JGYKoshin3	NCCMumfu4	0.859592159
970	KJSFang2	WCANgun1	0.859317180
8	ABSMissong1	DPNFang13	0.859314204
1087	MNJBuu4	NINMundabli4	0.859243715
691	KBMNgun4	NCMMashi5	0.859050923
1318	NMAAbar1	NVIAjumbu1	0.859008746
835	KDVFang1	NINMundabli4	0.858937782
994	KMNAjumbu2	NVBAbar7	0.858758377
1183	NCMMashi5	NVIAjumbu1	0.858590674
375	CENMundabli2	NJSKung4	0.858554425
1184	NCMMashi5	TELKoshin4	0.858407098
1114	MRYKoshin2	NMNMundabli3	0.858074047
43	ABSMissong1	NNBBuu3	0.858014362
1000	LFNMundabli1	MCANgun3	0.857949787
242	BAAMashi4	NSFBiya5	0.857945092
697	KBMNgun4	NINMundabli4	0.857772459
1231	NEMAjumbu9	NMNMundabli3	0.857694745
806	KDCAjumbu10	NMNMundabli3	0.857676406
161	APBMumfu1	FBCBiya8	0.857663938
985	KMNAjumbu2	NINMundabli4	0.857550176
1040	MCANgun3	NJSKung4	0.857547023
219	BAAMashi4	KHKFang12	0.857441246
321	BNMKung2	NCCMumfu4	0.857361305
465	DPNFang13	NMSMissong4	0.857359101
980	KMNAjumbu2	NDNMissong5	0.857259703
39	ABSMissong1	NJSKung4	0.857119472
1192	NDNMissong5	NINMundabli4	0.857078446
2	ABSMissong1	APBMumfu1	0.856994113
686	KBMNgun4	MEAMumfu3	0.856839026
455	DPNFang13	NDNMissong5	0.856595821
1092	MNJBuu4	NMSMissong4	0.856554294
249	BAAMashi4	ZKGKung1	0.856521063
1230	NEMAjumbu9	NMAAbar1	0.856401834
733	KCSKung3	NINMundabli4	0.856335885
1038	MCANgun3	NINMundabli4	0.856187289
703	KBMNgun4	NNBBuu3	0.855982067
1049	MCANgun3	TELKoshin4	0.855818265
1118	MRYKoshin2	NUNMunken4	0.855697613
144	AOMNgun2	NNBBuu3	0.855665725
927	KHKFang12	NGTMunken3	0.855617294
1094	MNJBuu4	NSFBiya5	0.855475609
737	KCSKung3	NMNMundabli3	0.855399602
1064	MEAMumfu3	NJNBiya6	0.854972492
1096	MNJBuu4	NVBAbar7	0.854887905
684	KBMNgun4	LFNMundabli1	0.854751574
72	AGAMissong2	KHKFang12	0.854680754
776	KCYBuu2	NUNMunken4	0.854606771
1167	NCCMumfu4	ZKGKung1	0.854459620
394	DNMMumfu2	KBMNgun4	0.854220568
990	KMNAjumbu2	NMSMissong4	0.854112397
1031	MCANgun3	NCCMumfu4	0.854063192
1164	NCCMumfu4	TELKoshin4	0.853918628
185	APBMumfu1	NFKBiya7	0.853882238
859	KEMBuu1	NACAbar2	0.853744163
199	APBMumfu1	TNTMunken2	0.853680472
418	DNMMumfu2	NJNBiya6	0.853435681
1011	LFNMundabli1	NGTMunken3	0.853186465
649	JGYKoshin3	MEAMumfu3	0.853180846
1017	LFNMundabli1	NMSMissong4	0.853084654
1333	NMSMissong4	NNBBuu3	0.852683703
957	KJSFang2	NINMundabli4	0.852466439
192	APBMumfu1	NMSMissong4	0.852431690
711	KBMNgun4	ZKGKung1	0.852384896
1342	NNBBuu3	NSFBiya5	0.852257785
355	CENMundabli2	KEMBuu1	0.852256878
