	ABSMissong1	AGAMissong2	AOMNgun2	APBMumfu1	BAAMashi4	BKBMashi2	BNMKung2	CENMundabli2	DNMMumfu2	DPNFang13	ECLAbar8	ENBBiya1	FBCBiya8	ICNBiya2	JGYKoshin3	KBMNgun4	KCSKung3	KCYBuu2	KDCAjumbu10	KDVFang1	KEMBuu1	KFKMashi1	KHKFang12	KJSFang2	KMNAjumbu2	LFNMundabli1	MCANgun3	MEAMumfu3	MNJBuu4	MRYKoshin2	NACAbar2	NCCMumfu4	NCMMashi5	NDNMissong5	NEAMunken1	NEMAjumbu9	NFKBiya7	NGTMunken3	NINMundabli4	NJNBiya6	NJSKung4	NMAAbar1	NMNMundabli3	NMSMissong4	NNBBuu3	NSFBiya5	NUNMunken4	NVBAbar7	NVIAjumbu1	TELKoshin4	TNTMunken2	WCANgun1	ZKGKung1
NINMundabli4	0.118646860	0.109150127	0.105945651	0.042301528	0.084111917	0.073745468	0.157613845	0.043436842	0.052387761	0.135478805	0.124203638	0.130424639	0.123273754	0.107288703	0.133668224	0.142227541	0.143664115	0.154257268	0.162320929	0.141062218	0.165084976	0.079190653	0.155519890	0.147533561	0.142449824	0.010806023	0.143812711	0.068981406	0.140756285	0.117372398	0.100206721	0.086263922	0.112239768	0.142921554	0.114797657	0.160761214	0.122682716	0.136270031	0.000000000	0.128185573	0.162769174	0.106207380	0.042548542	0.137975180	0.154490649	0.148232426	0.113289271	0.119886264	0.118099758	0.131908799	0.122507396	0.107914538	0.162383249
NJNBiya6	0.048830591	0.043535940	0.033247774	0.160766753	0.116523714	0.090798437	0.063900494	0.103904075	0.146564319	0.077117815	0.027519801	0.053526747	0.017739934	0.063242495	0.067435724	0.029578338	0.061422712	0.099397640	0.066871046	0.101784481	0.104163892	0.090987327	0.091863490	0.111224331	0.075981285	0.138101740	0.045487219	0.145027508	0.080233461	0.082414261	0.032006767	0.133442857	0.122574150	0.036838355	0.039940293	0.061124516	0.018755264	0.026287363	0.128185573	0.000000000	0.066563690	0.077857987	0.111368251	0.052200978	0.078735596	0.023294452	0.038140313	0.043629199	0.069548428	0.064622562	0.031354100	0.033749871	0.081793980
NJSKung4	0.142880528	0.116859391	0.107491249	0.198906918	0.160720843	0.131483264	0.036188176	0.141445575	0.193845938	0.047728892	0.115361943	0.084387542	0.049873817	0.098534711	0.061232078	0.118924362	0.007000328	0.067163956	0.065142761	0.048546892	0.059244114	0.134589728	0.043340902	0.051641913	0.046795151	0.184459120	0.142452977	0.194353802	0.059140302	0.051960913	0.106310736	0.176651944	0.181391563	0.129505994	0.096143964	0.058330450	0.040456158	0.117186972	0.162769174	0.066563690	0.000000000	0.164400417	0.159599082	0.132254737	0.054745816	0.124218079	0.126569408	0.131712058	0.047308676	0.057755711	0.102716528	0.095289944	0.045411480
NMAAbar1	0.058986825	0.025765229	0.049684851	0.115134291	0.107344458	0.063758144	0.114168411	0.102505121	0.084980289	0.181712685	0.040420904	0.066100144	0.073832800	0.056362883	0.138919170	0.083404837	0.162223605	0.152666913	0.149822551	0.225733879	0.182504135	0.058866988	0.208591966	0.231681954	0.168499392	0.118222931	0.099942447	0.091098544	0.170084970	0.176093961	0.029787231	0.076543685	0.086406161	0.042788583	0.054247579	0.143598166	0.087009515	0.060775144	0.106207380	0.077857987	0.164400417	0.000000000	0.088299885	0.033372906	0.175716531	0.060481582	0.046912631	0.028312131	0.140991254	0.139436370	0.085793302	0.035062888	0.121166049
NMNMundabli3	0.088791910	0.087935956	0.108877736	0.078530494	0.061048694	0.052252392	0.153138096	0.014907219	0.072113280	0.127461908	0.109838708	0.108651482	0.111542805	0.092121366	0.114283330	0.117977304	0.144600398	0.138058519	0.142323594	0.160506340	0.150620141	0.056836913	0.151307605	0.163821698	0.151821822	0.060618850	0.126794283	0.064004239	0.113072087	0.141925953	0.087654513	0.064598218	0.076343680	0.113931338	0.092435425	0.142305255	0.108937071	0.096899255	0.042548542	0.111368251	0.159599082	0.088299885	0.000000000	0.106175971	0.125684539	0.119719585	0.089589433	0.097813606	0.122247239	0.111800703	0.105975702	0.090069587	0.161472384
NMSMissong4	0.064701940	0.026083323	0.038706599	0.147568310	0.104319981	0.080472466	0.104129946	0.106117486	0.114801091	0.142640899	0.019425476	0.070727489	0.053648779	0.065619072	0.115325239	0.051143954	0.132655440	0.147940334	0.101951963	0.200022887	0.170567922	0.075420346	0.173681517	0.208361222	0.145887603	0.146915346	0.068572292	0.108466916	0.143445706	0.155707523	0.025170885	0.094545384	0.082823265	0.009972965	0.041033776	0.097788543	0.067955603	0.036292857	0.137975180	0.052200978	0.132254737	0.033372906	0.106175971	0.000000000	0.147316297	0.043358290	0.034385013	0.020943879	0.124966705	0.114850294	0.061601062	0.035197605	0.113912906
NNBBuu3	0.141985638	0.123126826	0.144334275	0.192388494	0.128987274	0.099922991	0.057197031	0.121710722	0.195670018	0.022085612	0.128368886	0.067454571	0.066225676	0.075472193	0.025704115	0.144017933	0.060774198	0.026751374	0.065498780	0.037240711	0.019352768	0.104109357	0.023738862	0.030546848	0.039837166	0.182192155	0.173183005	0.170342447	0.006000419	0.038339473	0.133936123	0.161607171	0.164639974	0.153314396	0.096576005	0.067325066	0.047010767	0.116471156	0.154490649	0.078735596	0.054745816	0.175716531	0.125684539	0.147316297	0.000000000	0.147742215	0.130343970	0.149702054	0.036690519	0.025669157	0.127614124	0.094725678	0.062773908
NSFBiya5	0.043279568	0.049472238	0.021185299	0.166025405	0.142054908	0.116614185	0.115550142	0.112177974	0.138645869	0.151469279	0.026603852	0.092469351	0.049142927	0.093223619	0.120854942	0.017899769	0.112252690	0.169149040	0.095811540	0.185176883	0.182306274	0.115317604	0.174921759	0.202052627	0.130605584	0.151745372	0.023061167	0.137011958	0.144524391	0.155112318	0.027825668	0.122109660	0.129374958	0.023641615	0.052648419	0.090040024	0.058582102	0.019043476	0.148232426	0.023294452	0.124218079	0.060481582	0.119719585	0.043358290	0.147742215	0.000000000	0.028016877	0.027050856	0.125309841	0.115761305	0.031018785	0.040829178	0.133525313
NUNMunken4	0.063104576	0.041827155	0.031923795	0.128318548	0.108077841	0.080058543	0.115707861	0.091064774	0.103524692	0.132823009	0.022918705	0.082802734	0.051543382	0.073570396	0.096928274	0.033656614	0.120132857	0.145393229	0.090751551	0.173466137	0.164240616	0.076884183	0.155199797	0.184522948	0.131907810	0.120012891	0.042963361	0.094206169	0.129417773	0.144302387	0.035298527	0.088142759	0.096967742	0.031663054	0.029381055	0.086414396	0.060518854	0.011550141	0.113289271	0.038140313	0.126569408	0.046912631	0.089589433	0.034385013	0.130343970	0.028016877	0.000000000	0.021129137	0.111865789	0.095353846	0.033791160	0.036372964	0.122197685
NVBAbar7	0.052416822	0.033233556	0.022970722	0.127473961	0.129302848	0.094476967	0.109799462	0.102265952	0.102465589	0.155594169	0.008559165	0.076059133	0.052413589	0.074739473	0.117077407	0.034308917	0.126545415	0.148896761	0.102794260	0.193553950	0.168894992	0.090098418	0.180421271	0.203216018	0.141241623	0.128214937	0.043622044	0.103075159	0.145112095	0.155074231	0.016502328	0.093218522	0.113871239	0.020225641	0.045813796	0.096921316	0.063309710	0.026170331	0.119886264	0.043629199	0.131712058	0.028312131	0.097813606	0.020943879	0.149702054	0.027050856	0.021129137	0.000000000	0.122980671	0.114081387	0.051426822	0.031694191	0.120889430
NVIAjumbu1	0.118290565	0.089473945	0.103425797	0.131732534	0.121933010	0.073278323	0.031302484	0.111660138	0.132718805	0.041939488	0.109133830	0.045579693	0.047822344	0.056232439	0.026408245	0.133257694	0.050610956	0.026285473	0.044038253	0.033279178	0.028621393	0.074018542	0.048010520	0.041185888	0.009507971	0.134429768	0.158207184	0.129488343	0.037619520	0.021307253	0.099950696	0.125494598	0.141409326	0.131710656	0.066940669	0.041970477	0.037306780	0.105529473	0.118099758	0.069548428	0.047308676	0.140991254	0.122247239	0.124966705	0.036690519	0.125309841	0.111865789	0.122980671	0.000000000	0.024631983	0.099092426	0.069631721	0.035363998
TELKoshin4	0.109432243	0.092343518	0.114401674	0.169335889	0.110395466	0.077841055	0.047048878	0.107682479	0.167433151	0.034990489	0.102540014	0.055130633	0.056812528	0.062036377	0.004514679	0.121215412	0.058408538	0.036677013	0.038393626	0.050498311	0.039507147	0.078967480	0.042257317	0.050370079	0.030732512	0.155253829	0.144181735	0.149568266	0.034777458	0.036588489	0.102756037	0.146081372	0.141592902	0.120666431	0.064906750	0.037546909	0.044356808	0.086969526	0.131908799	0.064622562	0.057755711	0.139436370	0.111800703	0.114850294	0.025669157	0.115761305	0.095353846	0.114081387	0.024631983	0.000000000	0.097998777	0.072529853	0.049507010
TNTMunken2	0.045446936	0.061865683	0.030819132	0.146319528	0.122639981	0.105303777	0.113230176	0.092892621	0.123286738	0.115945259	0.041333232	0.096396147	0.039998620	0.096309109	0.101372047	0.035494111	0.088453166	0.151376115	0.084264559	0.138469497	0.161095028	0.104722591	0.132073953	0.158105999	0.106586414	0.119764749	0.040910536	0.137717860	0.123052050	0.133708404	0.032819372	0.122851317	0.116875128	0.042359908	0.033332278	0.071881754	0.045856533	0.031064339	0.122507396	0.031354100	0.102716528	0.085793302	0.105975702	0.061601062	0.127614124	0.031018785	0.033791160	0.051426822	0.099092426	0.097998777	0.000000000	0.055173286	0.134528976
WCANgun1	0.050937110	0.010372591	0.026054993	0.115238014	0.090633174	0.047241709	0.055600646	0.095083333	0.096438807	0.106221973	0.027780799	0.022011537	0.022943092	0.018635345	0.072907163	0.059887594	0.100297478	0.083716874	0.092793243	0.132980108	0.102158083	0.044807848	0.122949194	0.140682820	0.092383562	0.123594028	0.083733661	0.099684401	0.094487793	0.102827633	0.032067600	0.083503872	0.081719144	0.043088702	0.019978459	0.087763305	0.029071170	0.031694279	0.107914538	0.033749871	0.095289944	0.035062888	0.090069587	0.035197605	0.094725678	0.040829178	0.036372964	0.031694191	0.069631721	0.072529853	0.055173286	0.000000000	0.059296414
ZKGKung1	0.138092668	0.074279757	0.111763443	0.168343971	0.143478937	0.086191750	0.007482383	0.157423618	0.160371476	0.068715456	0.110665591	0.037701109	0.053847965	0.046416792	0.050768457	0.147615104	0.062901478	0.038864611	0.079851994	0.076712290	0.046582915	0.083797364	0.072563014	0.075565957	0.049352813	0.188410041	0.183971351	0.160967296	0.070821704	0.054677269	0.109493826	0.145540380	0.154532845	0.130458871	0.075021039	0.077054791	0.046982475	0.112118110	0.162383249	0.081793980	0.045411480	0.121166049	0.161472384	0.113912906	0.062773908	0.133525313	0.122197685	0.120889430	0.035363998	0.049507010	0.134528976	0.059296414	0.000000000
