p14ngindo	99
p15mbunga	99
p22mwera	99
p23simakonde	99
p31emakhua	99
s53tsonga	99
tivtivoid	99
a71eton	98
a75afangminvoul	98
a832bekol	98
a841badwe	98
a86cmpiemo	98
a91kwakum	98
b204ndambomoli	98
b22akele	98
b43punu	98
b44lumbu	98
b601lempini	98
e53imenti	98
e53meruimenti	98
e54tharaka	98
f23sumbwa	98
g401mwani	98
g41bajuni	98
g42aamu	98
g42dunguja	98
g42swahili	98
g44bndzwani	98
g66wanji	98
h11beembe	98
je25jita	98
je45nata	98
l31alubakasai	98
p12rufiji	98
s21venda	98
a42abo	97
b203samaye	97
b41shira	97
b81tiene	97
c105mbenga	97
c25mboshi	97
c44bwa	97
c83bushong	97
d25lega	97
e55kambamach	97
f21ntuzu	97
f21sukuma	97
je44zanaki	97
a44tunen	96
a601tuki	96
b204ndambomombadi	96
b22bkoya	96
b42sangumb	96
c36dlingala	96
d28holoholo	96
e56daiso	96
g22asu	96
g412mwiini	96
l23songe	96
m41taabwa	96
m42bemba	96
a22bakweri	95
a33ayasa	95
a46nomaande	95
a74abulu	95
a85bbekwilmakokou	95
c43abaati	95
g22anorthpare	95
g22bsouthpare	95
g51pogoro	95
a81kwasio	94
c41ngombe	94
c55lokele	94
f12bende	94
je15luganda	94
r11umbundu	94
s31tswana	94
a53bafiarikpa	93
a93kako	93
b86dinga	93
c34sakata	93
c52soko	93
e74atuveta	93
jd53shi	93
p31gikorovere	93
a83mekaa	92
b85emput	92
e622clema	92
g35luguru	92
g43kae	92
k332rumanyo	92
aghemgrassfields	91
b202sigu	91
b252mahongwe	91
b51duma	91
b84mbunda	91
b85yanzi	91
b863pindi	91
c101baboleep	91
c101babolema	91
d201liko	91
d334mbo	91
e622akimochi	91
komgrassfields	91
mungakagrassfields	91
s311shekgalagari	91
a27malimba	90
b82buma	90
b861ngul	90
d21baali	90
d333ndaaka	90
e623dkeni	90
g44dmaore	90
h12civilicongo	90
je31cbukusu	90
okugrassfields	90
a34benga	89
bamungrassfields	89
c101baboledz	89
c76ombo	89
e531mwimbi	89
e622cmamba	89
fefegrassfields	89
a41barombikang	88
a62anuasue	88
b404ngubi	88
h16cyombe	88
b22bngom	87
d211kango	87
e52mbeere	87
e531muthambi	87
e53miutini	87
a62bmmala	86
b23mbangwe	86
b501wanzie	86
e53igoji	86
h16flaadi	86
s16kalanga	86
a75afangmedouneu	85
k21lozi	85
a31bubi	84
c71tetela	84
d13metoko	84
d308ebodo	84
e64kahe	84
a61ngoroasom	83
a15manenguba	82
a54tibea	82
d43nyanga	79
a51bafiamaja	78
b204ndambomomassoukou	78
b86dzing	76
a45nyokon	75
bwazzajarawan	75
mbulajarawan	75
b22emwesa	74
b503vili	74
d304homa1919	74
h321soonde	74
a621nubaca	73
s51tshwa	73
a462yambeta	72
a61ngorobisoo	72
a61ngorolunda	72
a62clibie	72
bilejarawan	72
kulungjarawan	72
moghamograssfields	72
njengrassfields	72
zaambojarawan	72
r21kwanyama	71
b71aletekeleconi	70
c52soko1919	70
dugurijarawan	70
h111hangala	70
c15bongili	69
c323mpama	69
h42hunganna	69
r31herero	69
a32cbatanga	68
a87bomwali	68
b71aibtekeibalicongo	68
b85dnsongo	68
b862lwel	68
b864ngong	68
c142mondongo	68
c302bolondo	68
c322zamba	68
c36gmonyongo	68
c36gmosange	68
c37ebudza	68
c401pakabete	68
c412libobi	68
c42ebwela	68
c61ekonda	68
c85wongo	68
d11mbole	68
d12lengola	68
d14enya	68
d24songola	68
d33nyali	68
h131kisundicongokimongo1988	68
h16cilinji	68
h16cimbala	68
h16cizobe	68
h16ckiyombedrc1982	68
h16dciwoyodrc2012	68
h21akimbundu	68
h32suku	68
h41mbala	68
k11ciokwe	68
k15mbunda	68
l13kwese	68
l34hemba	68
l35sanga	68
l52lunda	68
m52lala	68
n21tumbukamalawi	68
r22ndonga	68
b78wuumu	67
h13kikunyi1989	67
h16akisolongodrc2012	67
h16bkindibu2013	67
h16gkimpangu2012	67
h16hkinkanu2012	67
h16kimbatangidinga	67
h16kimbeko	67
k14lwena	67
l51salampasu	67
m54lamba	67
m61lenje	67
m64tonga	67
b77bfumu	66
d308bodo2	66
d32birabunia	66
h16akisikongo2013	66
h16gntandu	66
k31luyana	66
k33kwangali	66
l12bholu	66
l32kanyok	66
l41kaonde	66
l62nkoya	66
m62soli	66
n42kunda	66
l221lwalwa	65
c81dengese	64
d23kibirakumu1919	64
d305nyangali	64
l33lubashaba	63
l53runda	61
d311bila	60
d20bvamba1919	59
d55buyu	56
c401babati1919	42
c54turumba1919	37
d313mbuttu1919	26
d331bvanuma	26
