Doculect1	Doculect2	SharedCognateCount
a11londo	c25bolee	20
a11londo	c25condinga	20
a11londo	c25eeboyi	20
a11londo	c25mboshi	22
a11londo	c302bolondo	10
a11londo	c322zamba	13
a11londo	c323mpama	11
a11londo	c32bobangi	16
a11londo	c34sakata	14
a11londo	c36dlingala	16
a11londo	c36gmonyongo	11
a11londo	c36gmosange	9
a11londo	c37ebudza	11
a11londo	c401babati1919	9
a11londo	c401pakabete	6
a11londo	c412libobi	11
a11londo	c41ngombe	25
a11londo	c42ebwela	9
a11londo	c43abaati	12
a11londo	c44bwa	14
a11londo	c52soko	21
a11londo	c52soko1919	15
a11londo	c54turumba1919	8
a11londo	c55lokele	23
a11londo	c61ekonda	12
a11londo	c61mongo	23
a11londo	c71tetela	11
a11londo	c76ombo	18
a11londo	c81dengese	11
a11londo	c83bushong	16
a11londo	c85wongo	12
a11londo	d11mbole	8
a11londo	d12lengola	10
a11londo	d13metoko	22
a11londo	d14enya	12
a11londo	d201liko	16
a11londo	d20bvamba1919	13
a11londo	d211kango	23
a11londo	d21baali	18
a11londo	d23kibirakumu1919	17
a11londo	d24songola	12
a11londo	d25lega	16
a11londo	d28holoholo	18
a11londo	d304homa1919	9
a11londo	d305nyangali	11
a11londo	d308bodo2	16
a11londo	d308ebodo	15
a11londo	d311bila	11
a11londo	d313mbuttu1919	5
a11londo	d32bira	17
a11londo	d32birabunia	11
a11londo	d331bvanuma	4
a11londo	d333ndaaka	18
a11londo	d334mbo	17
a11londo	d33nyali	13
a11londo	d43nyanga	18
a11londo	d55buyu	8
a11londo	dugurijarawan	9
a11londo	e46sonjo	22
a11londo	e51kikuyu	17
a11londo	e52embu	16
a11londo	e52mbeere	14
a11londo	e531muthambi	16
a11londo	e531mwimbi	16
a11londo	e53igoji	15
a11londo	e53imenti	16
a11londo	e53meru	11
a11londo	e53meruimenti	15
a11londo	e53merutig	14
a11londo	e53miutini	14
a11londo	e53tigania	14
a11londo	e541chuka	15
a11londo	e54tharaka	13
a11londo	e55kamba	17
a11londo	e55kambakitu	15
a11londo	e55kambamach	15
a11londo	e56daiso	16
a11londo	e621bmachame	10
a11londo	e621csiha	11
a11londo	e621dkibosho	11
a11londo	e622akimochi	14
a11londo	e622clema	11
a11londo	e622cmamba	10
a11londo	e622cvunjo	13
a11londo	e623akiseri	17
a11londo	e623dkeni	18
a11londo	e623mkuu	17
a11londo	e64kahe	15
a11londo	e65gweno	15
a11londo	e701elwana	20
a11londo	e71aupperpokomo	13
a11londo	e72agiryama	16
a11londo	e73digo	17
a11londo	e74adawida	16
a11londo	e74atuveta	15
a11londo	f12bende	14
a11londo	f21ntuzu	12
a11londo	f21sukuma	16
a11londo	f22nyamwezi	16
a11londo	f23sumbwa	19
a11londo	f24kimbu	18
a11londo	f25bungu	9
a11londo	f31nyiramba	16
a11londo	f32nyaturucha	20
a11londo	f32nyaturuwil	18
a11londo	f33langi	18
a11londo	fefegrassfields	8
a11londo	g11gogo	13
a11londo	g12kagulu	14
a11londo	g22anorthpare	17
a11londo	g22asu	16
a11londo	g22bsouthpare	17
a11londo	g23sambaa	12
a11londo	g24bondei	13
a11londo	g31zigua	12
a11londo	g32doe	17
a11londo	g32kwere	14
a11londo	g33zaramo	14
a11londo	g34nguungulu	15
a11londo	g35luguru	11
a11londo	g36kami	15
a11londo	g37kutu	16
a11londo	g39saghala	18
a11londo	g401mwani	19
a11londo	g412mwiini	18
a11londo	g41bajuni	19
a11londo	g42aamu	19
a11londo	g42dunguja	16
a11londo	g42swahili	14
a11londo	g43kae	20
a11londo	g44angazija	22
a11londo	g44bndzwani	18
a11londo	g44dmaore	17
a11londo	g51pogoro	13
a11londo	g52ndamba	13
a11londo	g61sangu	8
a11londo	g62hehe	6
a11londo	g63bena	7
a11londo	g64pangwa	12
a11londo	g65kinga	9
a11londo	g66wanji	12
a11londo	h111hangala	20
a11londo	h11beembe	26
a11londo	h12civilicongo	16
a11londo	h131kisundicongokimongo1988	18
a11londo	h13kikunyi1989	20
a11londo	h16akisikongo2013	11
a11londo	h16akisolongodrc2012	14
a11londo	h16bkindibu2013	11
a11londo	h16cilinji	14
a11londo	h16cimbala	13
a11londo	h16cizobe	14
a11londo	h16ckiyombedrc1982	17
a11londo	h16cyombe	17
a11londo	h16dciwoyodrc2012	14
a11londo	h16flaadi	22
a11londo	h16gkimpangu2012	12
a11londo	h16gntandu	13
a11londo	h16hkinkanu2012	12
a11londo	h16kikongo	22
a11londo	h16kimbatangidinga	12
a11londo	h16kimbeko	13
a11londo	h21akimbundu	17
a11londo	h31yaka	19
a11londo	h321soonde	15
a11londo	h32suku	14
a11londo	h41mbala	10
a11londo	h42hunganna	12
a11londo	jd53shi	23
a11londo	jd62rundi	12
a11londo	jd64shubi	12
a11londo	jd65hangaza	12
a11londo	jd66kiha	13
a11londo	jd67kivinza	15
a11londo	je11runyoro	14
a11londo	je12rutooro	15
a11londo	je13runyankore	15
a11londo	je14rukiga	17
a11londo	je15luganda	13
a11londo	je16lusoga	14
a11londo	je17gwere	9
a11londo	je21runyambo	17
a11londo	je22haya	12
a11londo	je23zinza	14
a11londo	je24kerebe	10
a11londo	je25jita	19
a11londo	je25kilegi	15
a11londo	je25mkwaya	15
a11londo	je31cbukusu	12
a11londo	je31lumasaaba	10
a11londo	je32luyia	12
a11londo	je34samialugwe	13
a11londo	je401ngoreme	19
a11londo	je402ikizu	17
a11londo	je403suba	16
a11londo	je404shasi	16
a11londo	je41maragoli	14
a11londo	je42gusii	16
a11londo	je43kuria	19
a11londo	je43kuriamago	15
a11londo	je43kuriatari	14
a11londo	je44zanaki	17
a11londo	je45nata	15
a11londo	k11ciokwe	7
a11londo	k14lwena	5
a11londo	k15mbunda	8
a11londo	k21lozi	8
a11londo	k31luyana	13
a11londo	k332rumanyo	10
a11londo	k33kwangali	8
a11londo	komgrassfields	12
a11londo	kulungjarawan	10
a11londo	l11pende	21
a11londo	l12bholu	15
a11londo	l13kwese	12
a11londo	l221lwalwa	8
a11londo	l23songe	10
a11londo	l31alubakasai	18
a11londo	l32kanyok	11
a11londo	l33lubashaba	8
a11londo	l34hemba	10
a11londo	l35sanga	12
a11londo	l41kaonde	13
a11londo	l51salampasu	8
a11londo	l52lunda	7
a11londo	l53runda	10
a11londo	l62nkoya	12
a11londo	m11pimbwe	14
a11londo	m12lungwa	13
a11londo	m13fipa	13
a11londo	m14rungu	12
a11londo	m15mambwe	13
a11londo	m21ndali	16
a11londo	m21wanda	12
a11londo	m22namwanga	12
a11londo	m23nyiha	11
a11londo	m24malila	10
a11londo	m25safwa	10
a11londo	m28lambya	13
a11londo	m31nyakyusa	13
a11londo	m41taabwa	15
a11londo	m42bemba	15
a11londo	m52lala	10
a11londo	m54lamba	10
a11londo	m61lenje	8
a11londo	m62soli	7
a11londo	m64tonga	8
a11londo	mbulajarawan	9
a11londo	moghamograssfields	13
a11londo	mungakagrassfields	16
a11londo	n11manda	14
a11londo	n12ngoni	12
a11londo	n13matengo	10
a11londo	n14mpoto	11
a11londo	n21tumbukamalawi	14
a11londo	n31chewa	20
a11londo	n42kunda	14
a11londo	njengrassfields	17
a11londo	okugrassfields	15
a11londo	p11ndengeleko	14
a11londo	p12rufiji	17
a11londo	p13matumbi	13
a11londo	p14ngindo	11
a11londo	p15mbunga	14
a11londo	p21yao	12
a11londo	p22mwera	11
a11londo	p23simakonde	10
a11londo	p25mabia	10
a11londo	p31emakhua	9
a11londo	p31gikorovere	9
a11londo	r11umbundu	19
a11londo	r21kwanyama	9
a11londo	r22ndonga	13
a11londo	r31herero	12
a11londo	s11shona	17
a11londo	s16kalanga	11
a11londo	s21venda	14
a11londo	s311shekgalagari	9
a11londo	s31tswana	13
a11londo	s41xhosa	12
a11londo	s42zulu	16
a11londo	s44ndebele	13
a11londo	s51tshwa	13
a11londo	s53tsonga	18
a11londo	tivtivoid	9
a11londo	zaambojarawan	9
a121mbonge	a122bakundu	73
a121mbonge	a141lefo	44
a121mbonge	a151nkongho	21
a121mbonge	a15ambuu	31
a121mbonge	a15bmiengenwmanenguba	27
a121mbonge	a15cakossi	33
a121mbonge	a15celungcentralmanenguba	31
a121mbonge	a15cmkaa	38
a121mbonge	a15manenguba	27
a121mbonge	a22bakweri	47
a121mbonge	a24duala	41
a121mbonge	a27malimba	28
a121mbonge	a31bubi	7
a121mbonge	a32cbatanga	23
a121mbonge	a33ayasa	34
a121mbonge	a34benga	29
a121mbonge	a41barombikang	24
a121mbonge	a42abo	29
a121mbonge	a43abasaa	18
a121mbonge	a44tunen	15
a121mbonge	a45nyokon	9
a121mbonge	a462yambeta	8
a121mbonge	a46nomaande	12
a121mbonge	a51bafiamaja	11
a121mbonge	a53bafiarikpa	12
a121mbonge	a54tibea	14
a121mbonge	a601tuki	18
a121mbonge	a61ngoroasom	21
a121mbonge	a61ngorobisoo	21
a121mbonge	a61ngorolunda	20
a121mbonge	a621nubaca	9
a121mbonge	a622nugunu	13
a121mbonge	a62anuasue	10
a121mbonge	a62anukalonge	15
a121mbonge	a62bmmala	12
a121mbonge	a62clibie	11
a121mbonge	a63mangisa	27
a121mbonge	a71eton	26
a121mbonge	a72aewondo	22
a121mbonge	a74abulu	23
a121mbonge	a75afangbitam	24
a121mbonge	a75afangmedouneu	25
a121mbonge	a75afangminvoul	27
a121mbonge	a803shiwa	15
a121mbonge	a81kwasio	22
a121mbonge	a832bekol	18
a121mbonge	a83mekaa	15
a121mbonge	a841badwe	20
a121mbonge	a84njem	22
a121mbonge	a85bbekwilmakokou	18
a121mbonge	a85bbekwilmv	18
a121mbonge	a86cmpiemo	21
a121mbonge	a87bomwali	15
a121mbonge	a91kwakum	19
a121mbonge	a93kako	23
a121mbonge	aghemgrassfields	10
a121mbonge	b11ampongwe	14
a121mbonge	b11borungu	19
a121mbonge	b11cgalwa	17
a121mbonge	b11ddyumba	15
a121mbonge	b11fenenga	19
a121mbonge	b201ndasa	21
a121mbonge	b202sigu	17
a121mbonge	b203samaye	24
a121mbonge	b204ndambomoli	25
a121mbonge	b204ndambomomassoukou	22
a121mbonge	b204ndambomombadi	21
a121mbonge	b21seki	23
a121mbonge	b22akele	23
a121mbonge	b22bkoya	25
a121mbonge	b22bngom	23
a121mbonge	b22emwesa	18
a121mbonge	b23mbangwe	29
a121mbonge	b24wumbvu	23
a121mbonge	b251shake	24
a121mbonge	b252mahongwe	23
a121mbonge	b25kota	25
a121mbonge	b301viya	27
a121mbonge	b302himba	25
a121mbonge	b304pinzi	22
a121mbonge	b305vove	23
a121mbonge	b31tsogo	33
a121mbonge	b32kande	22
a121mbonge	b404ngubi	21
a121mbonge	b41shira	21
a121mbonge	b42sangumb	21
a121mbonge	b42sangumi	24
a121mbonge	b43punu	24
a121mbonge	b44lumbu	21
a121mbonge	b501wanzie	20
a121mbonge	b501wanzimo	23
a121mbonge	b503vili	17
a121mbonge	b51duma	21
a121mbonge	b51dumala	20
a121mbonge	b52nzebi	22
a121mbonge	b53tsaangipoungi	19
a121mbonge	b601lempini	19
a121mbonge	b602kaninginord	18
a121mbonge	b602kaningisud	18
a121mbonge	b62mbaama	16
a121mbonge	b63ndumu	19
a121mbonge	b701atsitsege	17
a121mbonge	b71aibtekeibalicongo	7
a121mbonge	b71aletekeleconi	14
a121mbonge	b71atekedj	14
a121mbonge	b71atekeos	16
a121mbonge	b77bfumu	7
a121mbonge	b78wuumu	9
a121mbonge	b81tiene	17
a121mbonge	b82buma	17
a121mbonge	b84mbunda	14
a121mbonge	b85dnsongo	14
a121mbonge	b85emput	11
a121mbonge	b85yanzi	12
a121mbonge	b861ngul	16
a121mbonge	b862lwel	8
a121mbonge	b863pindi	16
a121mbonge	b864ngong	12
a121mbonge	b865nzadi	17
a121mbonge	b86dinga	16
a121mbonge	b86dzing	11
a121mbonge	bamungrassfields	12
a121mbonge	bilejarawan	9
a121mbonge	bwazzajarawan	13
a121mbonge	c101baboledz	18
a121mbonge	c101baboleep	16
a121mbonge	c101babolema	17
a121mbonge	c104aka	21
a121mbonge	c105mbenga	24
a121mbonge	c141bonyala	18
a121mbonge	c142mondongo	12
a121mbonge	c15bongili	12
a121mbonge	c21ngare	20
a121mbonge	c22akwa	20
a121mbonge	c24koyo	21
a121mbonge	c25abunji	20
a121mbonge	c25bolee	20
a121mbonge	c25condinga	19
a121mbonge	c25eeboyi	20
a121mbonge	c25mboshi	23
a121mbonge	c302bolondo	13
a121mbonge	c322zamba	12
a121mbonge	c323mpama	13
a121mbonge	c32bobangi	18
a121mbonge	c34sakata	15
a121mbonge	c36dlingala	17
a121mbonge	c36gmonyongo	11
a121mbonge	c36gmosange	13
a121mbonge	c37ebudza	11
a121mbonge	c401babati1919	9
a121mbonge	c401pakabete	5
a121mbonge	c412libobi	11
a121mbonge	c41ngombe	28
a121mbonge	c42ebwela	10
a121mbonge	c43abaati	14
a121mbonge	c44bwa	15
a121mbonge	c52soko	17
a121mbonge	c52soko1919	13
a121mbonge	c54turumba1919	10
a121mbonge	c55lokele	24
a121mbonge	c61ekonda	10
a121mbonge	c61mongo	21
a121mbonge	c71tetela	13
a121mbonge	c76ombo	18
a121mbonge	c81dengese	11
a121mbonge	c83bushong	16
a121mbonge	c85wongo	9
a121mbonge	d11mbole	11
a121mbonge	d12lengola	7
a121mbonge	d13metoko	21
a121mbonge	d14enya	14
a121mbonge	d201liko	14
a121mbonge	d20bvamba1919	13
a121mbonge	d211kango	20
a121mbonge	d21baali	16
a121mbonge	d23kibirakumu1919	15
a121mbonge	d24songola	14
a121mbonge	d25lega	20
a121mbonge	d28holoholo	20
a121mbonge	d304homa1919	8
a121mbonge	d305nyangali	11
a121mbonge	d308bodo2	13
a121mbonge	d308ebodo	13
a121mbonge	d311bila	10
a121mbonge	d313mbuttu1919	3
a121mbonge	d32bira	18
a121mbonge	d32birabunia	12
a121mbonge	d331bvanuma	4
a121mbonge	d333ndaaka	14
a121mbonge	d334mbo	14
a121mbonge	d33nyali	8
a121mbonge	d43nyanga	18
a121mbonge	d55buyu	9
a121mbonge	dugurijarawan	11
a121mbonge	e46sonjo	18
a121mbonge	e51kikuyu	18
a121mbonge	e52embu	17
a121mbonge	e52mbeere	15
a121mbonge	e531muthambi	17
a121mbonge	e531mwimbi	18
a121mbonge	e53igoji	16
a121mbonge	e53imenti	16
a121mbonge	e53meru	13
a121mbonge	e53meruimenti	15
a121mbonge	e53merutig	14
a121mbonge	e53miutini	15
a121mbonge	e53tigania	14
a121mbonge	e541chuka	15
a121mbonge	e54tharaka	16
a121mbonge	e55kamba	17
a121mbonge	e55kambakitu	17
a121mbonge	e55kambamach	17
a121mbonge	e56daiso	12
a121mbonge	e621bmachame	16
a121mbonge	e621csiha	13
a121mbonge	e621dkibosho	14
a121mbonge	e622akimochi	17
a121mbonge	e622clema	13
a121mbonge	e622cmamba	13
a121mbonge	e622cvunjo	16
a121mbonge	e623akiseri	18
a121mbonge	e623dkeni	17
a121mbonge	e623mkuu	17
a121mbonge	e64kahe	15
a121mbonge	e65gweno	17
a121mbonge	e701elwana	17
a121mbonge	e71aupperpokomo	12
a121mbonge	e72agiryama	15
a121mbonge	e73digo	16
a121mbonge	e74adawida	13
a121mbonge	e74atuveta	15
a121mbonge	f12bende	12
a121mbonge	f21ntuzu	12
a121mbonge	f21sukuma	14
a121mbonge	f22nyamwezi	15
a121mbonge	f23sumbwa	17
a121mbonge	f24kimbu	17
a121mbonge	f25bungu	9
a121mbonge	f31nyiramba	17
a121mbonge	f32nyaturucha	18
a121mbonge	f32nyaturuwil	16
a121mbonge	f33langi	14
a121mbonge	fefegrassfields	9
a121mbonge	g11gogo	11
a121mbonge	g12kagulu	13
a121mbonge	g22anorthpare	15
a121mbonge	g22asu	15
a121mbonge	g22bsouthpare	16
a121mbonge	g23sambaa	12
a121mbonge	g24bondei	12
a121mbonge	g31zigua	13
a121mbonge	g32doe	13
a121mbonge	g32kwere	12
a121mbonge	g33zaramo	12
a121mbonge	g34nguungulu	13
a121mbonge	g35luguru	9
a121mbonge	g36kami	11
a121mbonge	g37kutu	14
a121mbonge	g39saghala	17
a121mbonge	g401mwani	16
a121mbonge	g412mwiini	16
a121mbonge	g41bajuni	15
a121mbonge	g42aamu	16
a121mbonge	g42dunguja	13
a121mbonge	g42swahili	12
a121mbonge	g43kae	16
a121mbonge	g44angazija	21
a121mbonge	g44bndzwani	16
a121mbonge	g44dmaore	15
a121mbonge	g51pogoro	14
a121mbonge	g52ndamba	9
a121mbonge	g61sangu	8
a121mbonge	g62hehe	6
a121mbonge	g63bena	6
a121mbonge	g64pangwa	12
a121mbonge	g65kinga	8
a121mbonge	g66wanji	14
a121mbonge	h111hangala	18
a121mbonge	h11beembe	23
a121mbonge	h12civilicongo	15
a121mbonge	h131kisundicongokimongo1988	19
a121mbonge	h13kikunyi1989	18
a121mbonge	h16akisikongo2013	10
a121mbonge	h16akisolongodrc2012	12
a121mbonge	h16bkindibu2013	10
a121mbonge	h16cilinji	14
a121mbonge	h16cimbala	13
a121mbonge	h16cizobe	14
a121mbonge	h16ckiyombedrc1982	17
a121mbonge	h16cyombe	17
a121mbonge	h16dciwoyodrc2012	12
a121mbonge	h16flaadi	23
a121mbonge	h16gkimpangu2012	12
a121mbonge	h16gntandu	12
a121mbonge	h16hkinkanu2012	12
a121mbonge	h16kikongo	20
a121mbonge	h16kimbatangidinga	12
a121mbonge	h16kimbeko	13
a121mbonge	h21akimbundu	18
a121mbonge	h31yaka	17
a121mbonge	h321soonde	16
a121mbonge	h32suku	13
a121mbonge	h41mbala	11
a121mbonge	h42hunganna	9
a121mbonge	jd53shi	21
a121mbonge	jd62rundi	14
a121mbonge	jd64shubi	13
a121mbonge	jd65hangaza	14
a121mbonge	jd66kiha	14
a121mbonge	jd67kivinza	16
a121mbonge	je11runyoro	13
a121mbonge	je12rutooro	13
a121mbonge	je13runyankore	14
a121mbonge	je14rukiga	16
a121mbonge	je15luganda	14
a121mbonge	je16lusoga	11
a121mbonge	je17gwere	10
a121mbonge	je21runyambo	13
a121mbonge	je22haya	12
a121mbonge	je23zinza	11
a121mbonge	je24kerebe	7
a121mbonge	je25jita	15
a121mbonge	je25kilegi	13
a121mbonge	je25mkwaya	12
a121mbonge	je31cbukusu	13
a121mbonge	je31lumasaaba	12
a121mbonge	je32luyia	12
a121mbonge	je34samialugwe	12
a121mbonge	je401ngoreme	15
a121mbonge	je402ikizu	15
a121mbonge	je403suba	13
a121mbonge	je404shasi	13
a121mbonge	je41maragoli	12
a121mbonge	je42gusii	11
a121mbonge	je43kuria	16
a121mbonge	je43kuriamago	13
a121mbonge	je43kuriatari	11
a121mbonge	je44zanaki	15
a121mbonge	je45nata	12
a121mbonge	k11ciokwe	9
a121mbonge	k14lwena	7
a121mbonge	k15mbunda	9
a121mbonge	k21lozi	7
a121mbonge	k31luyana	13
a121mbonge	k332rumanyo	10
a121mbonge	k33kwangali	8
a121mbonge	komgrassfields	13
a121mbonge	kulungjarawan	11
a121mbonge	l11pende	21
a121mbonge	l12bholu	16
a121mbonge	l13kwese	12
a121mbonge	l221lwalwa	9
a121mbonge	l23songe	12
a121mbonge	l31alubakasai	15
a121mbonge	l32kanyok	14
a121mbonge	l33lubashaba	7
a121mbonge	l34hemba	11
a121mbonge	l35sanga	13
a121mbonge	l41kaonde	17
a121mbonge	l51salampasu	9
a121mbonge	l52lunda	12
a121mbonge	l53runda	14
a121mbonge	l62nkoya	12
a121mbonge	m11pimbwe	11
a121mbonge	m12lungwa	11
a121mbonge	m13fipa	10
a121mbonge	m14rungu	13
a121mbonge	m15mambwe	14
a121mbonge	m21ndali	16
a121mbonge	m21wanda	12
a121mbonge	m22namwanga	12
a121mbonge	m23nyiha	11
a121mbonge	m24malila	11
a121mbonge	m25safwa	12
a121mbonge	m28lambya	14
a121mbonge	m31nyakyusa	11
a121mbonge	m41taabwa	15
a121mbonge	m42bemba	14
a121mbonge	m52lala	11
a121mbonge	m54lamba	11
a121mbonge	m61lenje	9
a121mbonge	m62soli	8
a121mbonge	m64tonga	10
a121mbonge	mbulajarawan	10
a121mbonge	moghamograssfields	11
a121mbonge	mungakagrassfields	15
a121mbonge	n11manda	13
a121mbonge	n12ngoni	13
a121mbonge	n13matengo	9
a121mbonge	n14mpoto	12
a121mbonge	n21tumbukamalawi	16
a121mbonge	n31chewa	23
a121mbonge	n42kunda	17
a121mbonge	njengrassfields	16
a121mbonge	okugrassfields	16
a121mbonge	p11ndengeleko	14
a121mbonge	p12rufiji	17
a121mbonge	p13matumbi	12
a121mbonge	p14ngindo	12
a121mbonge	p15mbunga	12
a121mbonge	p21yao	11
a121mbonge	p22mwera	12
a121mbonge	p23simakonde	12
a121mbonge	p25mabia	12
a121mbonge	p31emakhua	12
a121mbonge	p31gikorovere	8
a121mbonge	r11umbundu	14
a121mbonge	r21kwanyama	8
a121mbonge	r22ndonga	13
a121mbonge	r31herero	11
a121mbonge	s11shona	16
a121mbonge	s16kalanga	10
a121mbonge	s21venda	13
a121mbonge	s311shekgalagari	6
a121mbonge	s31tswana	13
a121mbonge	s41xhosa	13
a121mbonge	s42zulu	15
a121mbonge	s44ndebele	14
a121mbonge	s51tshwa	12
a121mbonge	s53tsonga	14
a121mbonge	tivtivoid	8
a121mbonge	zaambojarawan	12
a122bakundu	a141lefo	41
a122bakundu	a151nkongho	23
a122bakundu	a15ambuu	34
a122bakundu	a15bmiengenwmanenguba	26
a122bakundu	a15cakossi	36
a122bakundu	a15celungcentralmanenguba	30
a122bakundu	a15cmkaa	39
a122bakundu	a15manenguba	28
a122bakundu	a22bakweri	42
a122bakundu	a24duala	35
a122bakundu	a27malimba	23
a122bakundu	a31bubi	5
a122bakundu	a32cbatanga	20
a122bakundu	a33ayasa	28
a122bakundu	a34benga	26
a122bakundu	a41barombikang	24
a122bakundu	a42abo	28
a122bakundu	a43abasaa	18
a122bakundu	a44tunen	14
a122bakundu	a45nyokon	9
a122bakundu	a462yambeta	7
a122bakundu	a46nomaande	10
a122bakundu	a51bafiamaja	10
a122bakundu	a53bafiarikpa	13
a122bakundu	a54tibea	12
a122bakundu	a601tuki	17
a122bakundu	a61ngoroasom	23
a122bakundu	a61ngorobisoo	21
a122bakundu	a61ngorolunda	19
a122bakundu	a621nubaca	7
a122bakundu	a622nugunu	12
a122bakundu	a62anuasue	8
a122bakundu	a62anukalonge	13
a122bakundu	a62bmmala	10
a122bakundu	a62clibie	9
a122bakundu	a63mangisa	27
a122bakundu	a71eton	27
a122bakundu	a72aewondo	22
a122bakundu	a74abulu	26
a122bakundu	a75afangbitam	25
a122bakundu	a75afangmedouneu	26
a122bakundu	a75afangminvoul	28
a122bakundu	a803shiwa	16
a122bakundu	a81kwasio	19
a122bakundu	a832bekol	20
a122bakundu	a83mekaa	14
a122bakundu	a841badwe	19
a122bakundu	a84njem	20
a122bakundu	a85bbekwilmakokou	18
a122bakundu	a85bbekwilmv	18
a122bakundu	a86cmpiemo	22
a122bakundu	a87bomwali	18
a122bakundu	a91kwakum	18
a122bakundu	a93kako	22
a122bakundu	aghemgrassfields	12
a122bakundu	b11ampongwe	14
a122bakundu	b11borungu	18
a122bakundu	b11cgalwa	16
a122bakundu	b11ddyumba	15
a122bakundu	b11fenenga	18
a122bakundu	b201ndasa	21
a122bakundu	b202sigu	16
a122bakundu	b203samaye	21
a122bakundu	b204ndambomoli	22
a122bakundu	b204ndambomomassoukou	20
a122bakundu	b204ndambomombadi	18
a122bakundu	b21seki	23
a122bakundu	b22akele	22
a122bakundu	b22bkoya	25
a122bakundu	b22bngom	20
a122bakundu	b22emwesa	19
a122bakundu	b23mbangwe	26
a122bakundu	b24wumbvu	21
a122bakundu	b251shake	22
a122bakundu	b252mahongwe	21
a122bakundu	b25kota	23
a122bakundu	b301viya	28
a122bakundu	b302himba	24
a122bakundu	b304pinzi	22
a122bakundu	b305vove	22
a122bakundu	b31tsogo	34
a122bakundu	b32kande	19
