ConceptA	ConceptB	ChisqPvalue
animal	egg	0.0004997501249375312
animal	eye	0.0004997501249375312
animal	faeces	0.004997501249375313
animal	farm	0.0004997501249375312
animal	feather	0.037481259370314844
animal	fire	0.0024987506246876563
animal	fish	0.0004997501249375312
animal	forest	0.03548225887056472
animal	fowl	0.026486756621689155
animal	friend	0.04697651174412794
animal	garden egg	0.0004997501249375312
animal	goat	0.009495252373813094
animal	grasshopper	0.03548225887056472
animal	grave	0.0004997501249375312
animal	hair	0.0004997501249375312
animal	head	0.0009995002498750624
animal	headpad	0.0004997501249375312
animal	hill	0.028985507246376812
animal	horse	0.0029985007496251873
animal	house	0.0004997501249375312
animal	intestine	0.0004997501249375312
animal	jaw	0.0004997501249375312
animal	knife	0.0004997501249375312
animal	medicine	0.015992003998001
animal	monkey	0.008995502248875561
animal	moon	0.0004997501249375312
animal	mouth	0.0029985007496251873
animal	name	0.001999000499750125
animal	nose	0.0399800099950025
animal	owl	0.0004997501249375312
animal	palm tree	0.0004997501249375312
animal	pepper	0.03498250874562719
animal	person	0.0004997501249375312
animal	pig	0.0004997501249375312
animal	place	0.0034982508745627187
animal	plantain	0.04397801099450275
animal	pot	0.0004997501249375312
animal	potato	0.012993503248375811
animal	rain	0.0004997501249375312
animal	root	0.014492753623188406
animal	rope	0.0004997501249375312
animal	salt	0.0004997501249375312
animal	sieve	0.04547726136931534
animal	snake	0.0004997501249375312
animal	star	0.0014992503748125937
animal	stomach	0.0014992503748125937
animal	stone	0.0004997501249375312
animal	storm (wind)	0.014492753623188406
animal	story	0.0034982508745627187
animal	sun	0.033483258370814596
animal	toilet	0.026986506746626688
animal	tooth	0.0004997501249375312
animal	trap	0.014992503748125937
animal	tree	0.0009995002498750624
animal	war	0.0004997501249375312
animal	water	0.0004997501249375312
animal	xylophone	0.0029985007496251873
animal	yam	0.0024987506246876563
axe	banana	0.0004997501249375312
axe	basket	0.0004997501249375312
axe	bed	0.0004997501249375312
axe	belly	0.0004997501249375312
axe	bird	0.0004997501249375312
axe	bitter leaf	0.0004997501249375312
axe	blood	0.0009995002498750624
axe	breast	0.0004997501249375312
axe	bridge	0.0004997501249375312
axe	broom	0.0004997501249375312
axe	cap	0.0004997501249375312
axe	case (court) (n)	0.02348825587206397
axe	cat	0.005997001499250375
axe	chair	0.0004997501249375312
axe	chief	0.0004997501249375312
axe	child	0.0004997501249375312
axe	cloth	0.0004997501249375312
axe	compound	0.0004997501249375312
axe	corn	0.0004997501249375312
axe	cow, cattle	0.0009995002498750624
axe	cricket	0.0004997501249375312
axe	cup	0.0004997501249375312
axe	cutlass	0.0004997501249375312
axe	day	0.0004997501249375312
axe	deity, god, God	0.0004997501249375312
axe	devil	0.0004997501249375312
axe	dog	0.0004997501249375312
axe	drum	0.0004997501249375312
axe	dry season	0.0004997501249375312
axe	dust	0.0004997501249375312
axe	egg	0.0004997501249375312
axe	elephant stalk	0.0004997501249375312
axe	eye	0.0004997501249375312
axe	faeces	0.0004997501249375312
axe	farm	0.0004997501249375312
axe	father	0.0034982508745627187
axe	feather	0.0004997501249375312
axe	fire	0.0004997501249375312
axe	fireside	0.0004997501249375312
axe	fish	0.0004997501249375312
axe	fly (bird)	0.0004997501249375312
axe	fowl	0.0004997501249375312
axe	friend	0.0004997501249375312
axe	garden egg	0.0004997501249375312
axe	goat	0.0009995002498750624
axe	grass	0.0004997501249375312
axe	grasshopper	0.0009995002498750624
axe	grave	0.0004997501249375312
axe	gun	0.0004997501249375312
axe	hailstone	0.0004997501249375312
axe	hair	0.0004997501249375312
axe	hand	0.0004997501249375312
axe	head	0.0004997501249375312
axe	headpad	0.01249375312343828
axe	hill	0.0004997501249375312
axe	hoe	0.0004997501249375312
axe	horn (head)	0.0004997501249375312
axe	horse	0.009495252373813094
axe	house	0.0004997501249375312
axe	intestine	0.0004997501249375312
axe	jaw	0.0004997501249375312
axe	knife	0.0004997501249375312
axe	ladder	0.0004997501249375312
axe	leaf	0.0004997501249375312
axe	medicine	0.0004997501249375312
axe	monkey	0.004497751124437781
axe	moon	0.0004997501249375312
axe	mouth	0.0004997501249375312
axe	mushroom	0.0004997501249375312
axe	name	0.0004997501249375312
axe	nose	0.0004997501249375312
axe	oil	0.0004997501249375312
axe	owl	0.0004997501249375312
axe	palm nut	0.0004997501249375312
axe	palm tree	0.0004997501249375312
axe	pap	0.0004997501249375312
axe	pepper	0.0004997501249375312
axe	person	0.0004997501249375312
axe	pig	0.0004997501249375312
axe	pineapple	0.0004997501249375312
axe	place	0.0004997501249375312
axe	plantain	0.0004997501249375312
axe	pot	0.0004997501249375312
axe	potato	0.02948525737131434
axe	raffia bamboo	0.0004997501249375312
axe	rain	0.0004997501249375312
axe	rainbow	0.031984007996002
axe	road	0.0009995002498750624
axe	root	0.0004997501249375312
axe	rope	0.0004997501249375312
axe	salt	0.0004997501249375312
axe	sand	0.0004997501249375312
axe	seed	0.0009995002498750624
axe	sheep	0.00399800099950025
axe	sieve	0.0004997501249375312
axe	sky	0.0009995002498750624
axe	smoke	0.0004997501249375312
axe	snake	0.0004997501249375312
axe	soldier ant	0.0004997501249375312
axe	song	0.0004997501249375312
axe	spider	0.0004997501249375312
axe	star	0.0004997501249375312
axe	stomach	0.0004997501249375312
axe	stone	0.019490254872563718
axe	storm (wind)	0.0004997501249375312
axe	story	0.0004997501249375312
axe	sun	0.0004997501249375312
axe	termite	0.0004997501249375312
axe	toilet	0.0004997501249375312
axe	tongue	0.0004997501249375312
axe	tooth	0.0004997501249375312
axe	trap	0.0009995002498750624
axe	tree	0.0004997501249375312
axe	umbrella	0.02848575712143928
axe	water	0.0004997501249375312
axe	xylophone	0.0004997501249375312
axe	yam	0.0004997501249375312
bag	bed	0.0009995002498750624
bag	bird	0.03298350824587706
bag	cap	0.0004997501249375312
bag	cloth	0.0029985007496251873
bag	corn	0.017991004497751123
bag	cricket	0.04397801099450275
bag	cup	0.01199400299850075
bag	deity, god, God	0.04247876061969016
bag	dust	0.022988505747126436
bag	eye	0.009995002498750625
bag	farm	0.020989505247376312
bag	father	0.026486756621689155
bag	fish	0.035982008995502246
bag	friend	0.022988505747126436
bag	garden egg	0.04997501249375312
bag	gong	0.00399800099950025
bag	hailstone	0.028985507246376812
bag	head	0.02948525737131434
bag	moon	0.020989505247376312
bag	nose	0.021989005497251374
bag	palm tree	0.004497751124437781
bag	person	0.04147926036981509
bag	pig	0.03948025987006497
bag	place	0.01249375312343828
bag	pot	0.00849575212393803
bag	raffia bamboo	0.027486256871564217
bag	rain	0.022988505747126436
bag	rope	0.026986506746626688
bag	song	0.0384807596201899
bag	tree	0.018490754622688656
bag	yam	0.022988505747126436
banana	basket	0.0004997501249375312
banana	bat	0.01249375312343828
banana	bed	0.0004997501249375312
banana	belly	0.0004997501249375312
banana	bird	0.0004997501249375312
banana	bitter leaf	0.0004997501249375312
banana	blood	0.0004997501249375312
banana	bridge	0.0004997501249375312
banana	broom	0.0004997501249375312
banana	camwood	0.0004997501249375312
banana	cap	0.0004997501249375312
banana	cat	0.0004997501249375312
banana	chair	0.0004997501249375312
banana	child	0.013493253373313344
banana	cloth	0.0004997501249375312
banana	compound	0.0004997501249375312
banana	corn	0.0004997501249375312
banana	cow, cattle	0.0014992503748125937
banana	crab	0.0024987506246876563
banana	cricket	0.0004997501249375312
banana	cup	0.0004997501249375312
banana	cutlass	0.0004997501249375312
banana	dance	0.0034982508745627187
banana	day	0.0004997501249375312
banana	deity, god, God	0.0009995002498750624
banana	dog	0.0004997501249375312
banana	drum	0.0004997501249375312
banana	dry season	0.0004997501249375312
banana	dust	0.0004997501249375312
banana	egg	0.0004997501249375312
banana	elephant stalk	0.0004997501249375312
banana	eye	0.0004997501249375312
banana	faeces	0.0004997501249375312
banana	farm	0.0004997501249375312
banana	feather	0.0004997501249375312
banana	fire	0.0004997501249375312
banana	fish	0.0004997501249375312
banana	forest	0.0009995002498750624
banana	friend	0.029985007496251874
banana	garden egg	0.0004997501249375312
banana	gizzard (fowl)	0.0004997501249375312
banana	goat	0.0004997501249375312
banana	gong	0.001999000499750125
banana	grasshopper	0.0004997501249375312
banana	gun	0.0004997501249375312
banana	hair	0.0004997501249375312
banana	hand	0.0004997501249375312
banana	head	0.0004997501249375312
banana	headpad	0.0004997501249375312
banana	hill	0.0024987506246876563
banana	hoe	0.0004997501249375312
banana	horn (head)	0.0004997501249375312
banana	horse	0.0004997501249375312
banana	house	0.0004997501249375312
banana	intestine	0.0004997501249375312
banana	jaw	0.0004997501249375312
banana	knife	0.0004997501249375312
banana	ladder	0.0004997501249375312
banana	medicine	0.0004997501249375312
banana	moon	0.0004997501249375312
banana	mouth	0.0004997501249375312
banana	mushroom	0.0004997501249375312
banana	name	0.0004997501249375312
banana	nose	0.0004997501249375312
banana	oil	0.0029985007496251873
banana	owl	0.0009995002498750624
banana	palm nut	0.0004997501249375312
banana	palm tree	0.0004997501249375312
banana	pap	0.0004997501249375312
banana	pepper	0.0009995002498750624
banana	person	0.0004997501249375312
banana	pig	0.0004997501249375312
banana	pineapple	0.0004997501249375312
banana	place	0.0004997501249375312
banana	plantain	0.0004997501249375312
banana	pot	0.0004997501249375312
banana	potato	0.0004997501249375312
banana	raffia bamboo	0.021989005497251374
banana	rain	0.0004997501249375312
banana	rainbow	0.0004997501249375312
banana	road	0.04447776111944028
banana	root	0.001999000499750125
banana	rope	0.0004997501249375312
banana	salt	0.0004997501249375312
banana	sand	0.0014992503748125937
banana	sheep	0.022988505747126436
banana	sieve	0.0079960019990005
banana	smoke	0.001999000499750125
banana	snake	0.0004997501249375312
banana	soap	0.0074962518740629685
banana	soldier ant	0.0004997501249375312
banana	song	0.0004997501249375312
banana	spider	0.01649175412293853
banana	star	0.0004997501249375312
banana	story	0.0004997501249375312
banana	sun	0.00399800099950025
banana	termite	0.0004997501249375312
banana	tooth	0.0004997501249375312
banana	trap	0.0004997501249375312
banana	tree	0.0034982508745627187
banana	umbrella	0.0004997501249375312
banana	war	0.0004997501249375312
banana	water	0.0004997501249375312
banana	work (n)	0.0024987506246876563
banana	yam	0.0004997501249375312
banana	zinc	0.010494752623688156
basket	bed	0.0004997501249375312
basket	bird	0.0004997501249375312
basket	bitter leaf	0.0009995002498750624
basket	blood	0.0004997501249375312
basket	bridge	0.04397801099450275
basket	broom	0.001999000499750125
basket	camwood	0.0004997501249375312
basket	cap	0.0004997501249375312
basket	case (court) (n)	0.025987006496751622
basket	cat	0.044977511244377814
basket	chair	0.0004997501249375312
basket	child	0.001999000499750125
basket	compound	0.0004997501249375312
basket	corn	0.0004997501249375312
basket	cow, cattle	0.0014992503748125937
basket	crab	0.0004997501249375312
basket	cup	0.0004997501249375312
basket	dance	0.005497251374312844
basket	day	0.0004997501249375312
basket	deity, god, God	0.0014992503748125937
basket	drum	0.005997001499250375
basket	dry season	0.0004997501249375312
basket	dust	0.0014992503748125937
basket	egg	0.0004997501249375312
basket	elephant stalk	0.0004997501249375312
basket	eye	0.0004997501249375312
basket	faeces	0.0074962518740629685
basket	farm	0.0004997501249375312
basket	feather	0.008995502248875561
basket	fence	0.0009995002498750624
basket	fire	0.0004997501249375312
basket	fireside	0.0004997501249375312
basket	fish	0.0004997501249375312
basket	fly (bird)	0.0014992503748125937
basket	forest	0.043478260869565216
basket	fowl	0.026986506746626688
basket	friend	0.0399800099950025
basket	garden egg	0.0004997501249375312
basket	goat	0.022988505747126436
basket	gong	0.0034982508745627187
basket	grasshopper	0.01249375312343828
basket	grave	0.0009995002498750624
basket	gun	0.00849575212393803
basket	hair	0.0004997501249375312
basket	hand	0.0014992503748125937
basket	head	0.028985507246376812
basket	headpad	0.0004997501249375312
basket	hill	0.004497751124437781
basket	hoe	0.0004997501249375312
basket	horn (head)	0.025987006496751622
basket	horse	0.0004997501249375312
basket	house	0.0004997501249375312
basket	intestine	0.0004997501249375312
basket	jaw	0.0004997501249375312
basket	knife	0.0004997501249375312
basket	ladder	0.0004997501249375312
basket	leaf	0.01249375312343828
basket	medicine	0.01649175412293853
basket	moon	0.0004997501249375312
basket	mouth	0.03648175912043978
basket	mushroom	0.0004997501249375312
basket	name	0.035982008995502246
basket	nose	0.0004997501249375312
basket	oil	0.0004997501249375312
basket	owl	0.0004997501249375312
basket	palm nut	0.001999000499750125
basket	palm tree	0.0004997501249375312
basket	pap	0.0029985007496251873
basket	pepper	0.0004997501249375312
basket	person	0.0009995002498750624
basket	pig	0.0004997501249375312
basket	pineapple	0.025487256371814093
basket	plantain	0.0004997501249375312
basket	pot	0.0004997501249375312
basket	potato	0.02498750624687656
basket	raffia bamboo	0.015492253873063468
basket	rain	0.0004997501249375312
basket	road	0.031984007996002
basket	root	0.0014992503748125937
basket	rope	0.0004997501249375312
basket	salt	0.0004997501249375312
basket	sand	0.004497751124437781
basket	sieve	0.0004997501249375312
basket	snake	0.0004997501249375312
basket	song	0.0014992503748125937
basket	star	0.0004997501249375312
basket	stone	0.0004997501249375312
basket	storm (wind)	0.0024987506246876563
basket	story	0.0024987506246876563
basket	sun	0.01699150424787606
basket	toilet	0.0004997501249375312
basket	tooth	0.0004997501249375312
basket	trap	0.038980509745127435
basket	tree	0.0004997501249375312
basket	war	0.0004997501249375312
basket	water	0.0004997501249375312
basket	wingless termite	0.02798600699650175
basket	work (n)	0.0004997501249375312
basket	xylophone	0.0004997501249375312
basket	yam	0.0004997501249375312
bat	bird	0.0004997501249375312
bat	blood	0.0004997501249375312
bat	camwood	0.0009995002498750624
bat	chair	0.015492253873063468
bat	dance	0.001999000499750125
bat	day	0.0009995002498750624
bat	deity, god, God	0.0004997501249375312
bat	dog	0.0004997501249375312
bat	drum	0.047476261869065464
bat	eye	0.031484257871064465
bat	faeces	0.03548225887056472
bat	fence	0.0004997501249375312
bat	fire	0.0009995002498750624
bat	fish	0.0009995002498750624
bat	fly (bird)	0.03248375812093953
bat	garden egg	0.010494752623688156
bat	gun	0.0009995002498750624
bat	hand	0.019490254872563718
bat	hoe	0.0024987506246876563
bat	horse	0.0034982508745627187
bat	intestine	0.03298350824587706
bat	mouth	0.03798100949525238
bat	oil	0.001999000499750125
bat	owl	0.0014992503748125937
bat	palm nut	0.0239880059970015
bat	palm tree	0.0004997501249375312
bat	pig	0.001999000499750125
bat	pot	0.0004997501249375312
bat	potato	0.0029985007496251873
bat	rain	0.0004997501249375312
bat	root	0.02948525737131434
bat	salt	0.012993503248375811
bat	sieve	0.02048975512243878
bat	snake	0.005997001499250375
bat	star	0.00849575212393803
bat	story	0.037481259370314844
bat	tooth	0.033483258370814596
bat	tree	0.00399800099950025
bed	bird	0.0004997501249375312
bed	bitter leaf	0.0004997501249375312
bed	blood	0.0004997501249375312
bed	book	0.044977511244377814
bed	breast	0.0009995002498750624
bed	broom	0.0004997501249375312
bed	cap	0.0004997501249375312
bed	case (court) (n)	0.0004997501249375312
bed	cat	0.0004997501249375312
bed	caterpillar	0.00849575212393803
bed	chair	0.0004997501249375312
bed	chief	0.0004997501249375312
bed	child	0.041979010494752625
bed	cloth	0.0004997501249375312
bed	compound	0.0004997501249375312
bed	cow, cattle	0.017491254372813594
bed	crab	0.0004997501249375312
bed	cricket	0.0004997501249375312
bed	cutlass	0.0004997501249375312
bed	dance	0.0014992503748125937
bed	deity, god, God	0.0004997501249375312
bed	devil	0.0004997501249375312
bed	dog	0.0004997501249375312
bed	drum	0.0004997501249375312
bed	eye	0.0004997501249375312
bed	faeces	0.0004997501249375312
bed	farm	0.0004997501249375312
bed	feather	0.0004997501249375312
bed	fence	0.0004997501249375312
bed	fire	0.0004997501249375312
bed	fireside	0.0004997501249375312
bed	fish	0.0004997501249375312
bed	fly (bird)	0.0004997501249375312
bed	forest	0.0004997501249375312
bed	friend	0.0004997501249375312
bed	garden egg	0.0004997501249375312
bed	gong	0.0004997501249375312
bed	grass	0.0034982508745627187
bed	grasshopper	0.0004997501249375312
bed	grave	0.0004997501249375312
bed	gun	0.0004997501249375312
bed	hailstone	0.0009995002498750624
bed	hair	0.0004997501249375312
bed	hand	0.0004997501249375312
bed	head	0.0004997501249375312
bed	heart	0.012993503248375811
bed	horse	0.0004997501249375312
bed	house	0.0004997501249375312
bed	intestine	0.0004997501249375312
bed	jaw	0.0004997501249375312
bed	knife	0.0004997501249375312
bed	ladder	0.0074962518740629685
bed	medicine	0.0004997501249375312
bed	monkey	0.0004997501249375312
bed	mouth	0.0004997501249375312
bed	name	0.0004997501249375312
bed	oil	0.0004997501249375312
bed	owl	0.0004997501249375312
bed	palm nut	0.0004997501249375312
bed	palm tree	0.0004997501249375312
bed	pepper	0.0004997501249375312
bed	person	0.0004997501249375312
bed	pig	0.0004997501249375312
bed	plantain	0.0004997501249375312
bed	pot	0.0004997501249375312
bed	potato	0.0004997501249375312
bed	raffia bamboo	0.0004997501249375312
bed	rain	0.0004997501249375312
bed	root	0.0004997501249375312
bed	rope	0.0004997501249375312
bed	salt	0.0004997501249375312
bed	sand	0.0004997501249375312
bed	sieve	0.0004997501249375312
bed	sky	0.0004997501249375312
bed	smoke	0.0004997501249375312
bed	snake	0.0004997501249375312
bed	soap	0.004497751124437781
bed	song	0.0004997501249375312
bed	star	0.0004997501249375312
bed	stomach	0.0074962518740629685
bed	stone	0.0004997501249375312
bed	storm (wind)	0.0004997501249375312
bed	story	0.0004997501249375312
bed	tongue	0.0014992503748125937
bed	tooth	0.0004997501249375312
bed	trap	0.0004997501249375312
bed	tree	0.0004997501249375312
bed	war	0.0004997501249375312
bed	water	0.0004997501249375312
bed	xylophone	0.0004997501249375312
belly	bird	0.0004997501249375312
belly	bitter leaf	0.0004997501249375312
belly	blood	0.0009995002498750624
belly	breast	0.0034982508745627187
belly	bridge	0.0004997501249375312
belly	broom	0.0004997501249375312
belly	camwood	0.0004997501249375312
belly	cap	0.0004997501249375312
belly	chair	0.0004997501249375312
belly	chief	0.0024987506246876563
belly	child	0.0004997501249375312
belly	cloth	0.0004997501249375312
belly	cow, cattle	0.0009995002498750624
belly	crab	0.0034982508745627187
belly	cutlass	0.0004997501249375312
belly	dance	0.0004997501249375312
belly	day	0.0004997501249375312
belly	deity, god, God	0.0004997501249375312
belly	dog	0.0004997501249375312
belly	dry season	0.0009995002498750624
belly	egg	0.0004997501249375312
belly	elephant stalk	0.0004997501249375312
belly	eye	0.0004997501249375312
belly	faeces	0.0004997501249375312
belly	farm	0.0004997501249375312
belly	father	0.030984507746126936
belly	feather	0.0004997501249375312
belly	fence	0.0004997501249375312
belly	fire	0.0004997501249375312
belly	fish	0.0004997501249375312
belly	fly (bird)	0.0004997501249375312
belly	forest	0.0004997501249375312
belly	friend	0.0004997501249375312
belly	garden egg	0.0004997501249375312
belly	gizzard (fowl)	0.0009995002498750624
belly	goat	0.0004997501249375312
belly	gong	0.0004997501249375312
belly	grave	0.0024987506246876563
belly	gun	0.0004997501249375312
belly	hailstone	0.0024987506246876563
belly	hand	0.0004997501249375312
belly	head	0.0004997501249375312
belly	headpad	0.0004997501249375312
belly	hill	0.0004997501249375312
belly	hoe	0.0004997501249375312
belly	horn (head)	0.0004997501249375312
belly	horse	0.0079960019990005
belly	house	0.0004997501249375312
belly	intestine	0.0004997501249375312
belly	jaw	0.0004997501249375312
belly	knife	0.0004997501249375312
belly	ladder	0.0004997501249375312
belly	medicine	0.0004997501249375312
belly	mouth	0.0004997501249375312
belly	mushroom	0.0004997501249375312
belly	name	0.0004997501249375312
belly	nose	0.0004997501249375312
belly	oil	0.0004997501249375312
belly	owl	0.0004997501249375312
belly	palm tree	0.0004997501249375312
belly	pap	0.0004997501249375312
belly	pepper	0.0004997501249375312
belly	person	0.0004997501249375312
belly	pig	0.0004997501249375312
belly	pineapple	0.0004997501249375312
belly	pot	0.0004997501249375312
belly	potato	0.008995502248875561
belly	raffia bamboo	0.0004997501249375312
belly	rain	0.0004997501249375312
belly	road	0.0004997501249375312
belly	root	0.0004997501249375312
belly	rope	0.0004997501249375312
belly	salt	0.0004997501249375312
belly	sand	0.0004997501249375312
belly	sheep	0.013993003498250875
belly	sieve	0.0004997501249375312
belly	snake	0.0004997501249375312
belly	song	0.0004997501249375312
belly	star	0.0004997501249375312
belly	story	0.0004997501249375312
belly	termite	0.0004997501249375312
belly	tongue	0.001999000499750125
belly	tooth	0.0004997501249375312
belly	tree	0.0004997501249375312
belly	umbrella	0.04047976011994003
belly	war	0.001999000499750125
belly	water	0.0004997501249375312
belly	wingless termite	0.0004997501249375312
belly	work (n)	0.0004997501249375312
belly	zinc	0.0029985007496251873
bird	bitter leaf	0.0004997501249375312
bird	blood	0.0004997501249375312
bird	bridge	0.0004997501249375312
bird	broom	0.0004997501249375312
bird	camwood	0.0004997501249375312
bird	cap	0.0004997501249375312
bird	case (court) (n)	0.0004997501249375312
bird	cat	0.0004997501249375312
bird	caterpillar	0.0074962518740629685
bird	chair	0.0004997501249375312
bird	child	0.0004997501249375312
bird	cloth	0.0004997501249375312
bird	compound	0.0004997501249375312
bird	corn	0.0004997501249375312
bird	cow, cattle	0.0004997501249375312
bird	crab	0.0009995002498750624
bird	cricket	0.0004997501249375312
bird	cup	0.0004997501249375312
bird	cutlass	0.0004997501249375312
bird	dance	0.0004997501249375312
bird	day	0.0004997501249375312
bird	deity, god, God	0.0004997501249375312
bird	devil	0.0004997501249375312
bird	dog	0.0004997501249375312
bird	drum	0.0004997501249375312
bird	dry season	0.0004997501249375312
bird	dust	0.0004997501249375312
bird	egg	0.0004997501249375312
bird	elephant stalk	0.0004997501249375312
bird	eye	0.0004997501249375312
bird	faeces	0.0004997501249375312
bird	farm	0.0004997501249375312
bird	feather	0.0004997501249375312
bird	fence	0.0004997501249375312
bird	fire	0.0004997501249375312
bird	fireside	0.0004997501249375312
bird	fish	0.0004997501249375312
bird	fly (bird)	0.0009995002498750624
bird	forest	0.0004997501249375312
bird	fowl	0.0004997501249375312
bird	friend	0.0004997501249375312
bird	garden egg	0.0004997501249375312
bird	gizzard (fowl)	0.0004997501249375312
bird	goat	0.0004997501249375312
bird	gong	0.0004997501249375312
bird	grass	0.0009995002498750624
bird	grasshopper	0.0004997501249375312
bird	gun	0.0004997501249375312
bird	hair	0.0004997501249375312
bird	hand	0.0004997501249375312
bird	head	0.0009995002498750624
bird	headpad	0.0004997501249375312
bird	hill	0.0004997501249375312
bird	hoe	0.0004997501249375312
bird	horn (head)	0.0004997501249375312
bird	horse	0.0004997501249375312
bird	house	0.0004997501249375312
bird	intestine	0.0004997501249375312
bird	jaw	0.0004997501249375312
bird	knife	0.0004997501249375312
bird	ladder	0.0004997501249375312
bird	leaf	0.0004997501249375312
bird	medicine	0.0004997501249375312
bird	monkey	0.0004997501249375312
bird	moon	0.0004997501249375312
bird	mouth	0.0004997501249375312
bird	mushroom	0.0004997501249375312
bird	name	0.0004997501249375312
bird	nose	0.0004997501249375312
bird	oil	0.0004997501249375312
bird	owl	0.0004997501249375312
bird	palm nut	0.0004997501249375312
bird	palm tree	0.0004997501249375312
bird	pap	0.0004997501249375312
bird	pepper	0.0004997501249375312
bird	person	0.0004997501249375312
bird	pig	0.0004997501249375312
bird	pineapple	0.0004997501249375312
bird	place	0.0004997501249375312
bird	plantain	0.0004997501249375312
bird	pot	0.0004997501249375312
bird	potato	0.0004997501249375312
bird	raffia bamboo	0.0004997501249375312
bird	rain	0.0004997501249375312
bird	rainbow	0.0004997501249375312
bird	road	0.0004997501249375312
bird	root	0.0004997501249375312
bird	rope	0.0004997501249375312
bird	salt	0.0004997501249375312
bird	sand	0.0004997501249375312
bird	sheep	0.0014992503748125937
bird	sieve	0.0004997501249375312
bird	sky	0.0004997501249375312
bird	smoke	0.0004997501249375312
bird	snake	0.0004997501249375312
bird	soap	0.0004997501249375312
bird	soldier ant	0.0004997501249375312
bird	song	0.0004997501249375312
bird	spider	0.0004997501249375312
bird	star	0.0004997501249375312
