ID	Concept	Doculect	Value	Tokens
46	knife	Fefe_Grassfields	pǐɛ	p i ¹⁵ ɛ ³
47	know	Fefe_Grassfields	žī	ʒ i ³
48	leaf	Fefe_Grassfields	hù˚	h u ¹
49	leg	Fefe_Grassfields	khù	k h u ¹
50	liver	Fefe_Grassfields	mbìɛ	m b i ¹ ɛ ³
51	moon	Fefe_Grassfields	ŋū	ŋ u ³
52	mouth	Fefe_Grassfields	nšù	n ʃ u ¹
53	name	Fefe_Grassfields	zɛ̄n	z ɛ ³ n
54	navel	Fefe_Grassfields	tɛ̀ʔ˚	t ɛ ¹ ʔ
55	neck	Fefe_Grassfields	ntɛ̄ʔ	n t ɛ ³ ʔ
56	night	Fefe_Grassfields	thʉ̄ʔ	t h ʉ ³ ʔ
57	nose	Fefe_Grassfields	nzī	n z i ³
58	one	Fefe_Grassfields	mɔ̀ʔ˚	m ɔ ¹ ʔ
59	person	Fefe_Grassfields	wɛ̀n	w ɛ ¹ n
60	rain	Fefe_Grassfields	mbàk	m b a ¹ k
61	road	Fefe_Grassfields	má-ǹ-ʒì	m a ⁵ n ¹ ʒ i ¹
62	root	Fefe_Grassfields	ŋɡàʔ	ŋ g a ¹ ʔ
63	salt	Fefe_Grassfields	ŋɡwāˀ	ŋ g w a ³ ʔ
64	see	Fefe_Grassfields	ɥīi ~ ɥēe	ɥ i ³ i ³
65	send	Fefe_Grassfields	tōm	t o ³ m
66	sing	Fefe_Grassfields	yɔ̀ɔ	j ɔ ¹ ɔ ³
67	skin	Fefe_Grassfields	ŋɡɔ̀p	ŋ g ɔ ¹ p
68	sleep	Fefe_Grassfields	lɔ̄h	l ɔ ³ h
69	snake	Fefe_Grassfields	nū	n u ³
70	spear	Fefe_Grassfields	kwɛ̀ˀ	k w ɛ ¹ ʔ
71	steal	Fefe_Grassfields	žʉ̀a	ʒ ʉ ¹ a ³
72	stone	Fefe_Grassfields	-lòk	l o ¹ k
73	sun	Fefe_Grassfields	nàm	n a ³ m
74	tail	Fefe_Grassfields	ŋ̀kwɛ̀n ~ sāʔ	ŋ ¹ k w ɛ ¹ n
75	ten	Fefe_Grassfields	ɣǎm	ɣ a ¹⁵ m
76	three	Fefe_Grassfields	tāa	t a ³ a ³
77	tongue	Fefe_Grassfields	lām	l a ³ m
78	tooth	Fefe_Grassfields	sɛ̀ˀ˚	s ɛ ¹ ʔ
79	tree	Fefe_Grassfields	thʉ̄	t h ʉ ³
80	two	Fefe_Grassfields	pʉá	p ʉ ³ a ⁵
81	urine	Fefe_Grassfields	nsìnsìi	n s i ¹ n s i ¹ i ³
82	village	Fefe_Grassfields	lāʔ ~ ŋɡwɛ̀ʔ	l a ³ ʔ
83	walk	Fefe_Grassfields	nàk	n a ¹ k
84	war	Fefe_Grassfields	ǹcò	n ¹ c o ¹
85	water	Fefe_Grassfields	nšì˚	n ʃ i ¹
86	wind	Fefe_Grassfields	fùfùa	f u ¹ f u ¹ a ³
87	woman	Fefe_Grassfields	(mʉ̀)nžwīɛ	n ʒ w i ³ ɛ ³
88	dew	Fefe_Grassfields	mùʔ˚	m u ¹ ʔ
89	iron	Fefe_Grassfields	tɛ̄nʌ̄	t ɛ ³ n ʌ³
90	animal	Mungaka_Grassfields	ɲàm	ɲ a ³ m
91	arm	Mungaka_Grassfields	bó	b o ⁵
92	ashes	Mungaka_Grassfields	búˈmúˀ	b u ¹ m u ¹ ʔ
93	bark	Mungaka_Grassfields	ŋɡùptʉ́	ŋ g u ¹ p t ʉ ⁵
94	bed	Mungaka_Grassfields	kún	k u ¹ n
95	belly	Mungaka_Grassfields	bòm	b o ³ m
96	bird	Mungaka_Grassfields	mʉ́ˈsə́ŋ	m ʉ ⁵ s əː ⁵ ŋ
97	bite	Mungaka_Grassfields	núm	n u ¹ m
98	blood	Mungaka_Grassfields	ǹcíbàŋ	n ¹ c i ⁵ b a ¹ ŋ
99	bone	Mungaka_Grassfields	kə́n	k əː ⁵ n
100	breast	Mungaka_Grassfields	bʉ́n	b ʉ ⁵ n
101	burn	Mungaka_Grassfields	kʉ́	k ʉ ⁵
102	child	Mungaka_Grassfields	món	m o ⁵ n
103	cloud	Mungaka_Grassfields	mùmbàʔ	m u ³ m b a ¹ ʔ
104	come	Mungaka_Grassfields	tó	t o ⁵
105	count	Mungaka_Grassfields	táŋ	t a ⁵ ŋ
106	die	Mungaka_Grassfields	kú	k u ¹
107	dog	Mungaka_Grassfields	m̀vʉ́ʉ	m ¹ v ʉ ⁵ ʉ ³
108	drink	Mungaka_Grassfields	nó	n o ⁵
109	ear	Mungaka_Grassfields	tóŋ	t o ⁵ ŋ
110	eat	Mungaka_Grassfields	jʉ́	j ʉ ⁵
111	egg	Mungaka_Grassfields	mbòm	m b o ³ m
112	elephant	Mungaka_Grassfields	swén	s w e ⁵ n
113	eye	Mungaka_Grassfields	líˀ	l i ⁵ ʔ
114	face	Mungaka_Grassfields	sʉ́	s ʉ ⁵
115	fall	Mungaka_Grassfields	vǔ	v u ⁵
116	fat, oil	Mungaka_Grassfields	ŋɡwɛ́t	ŋ g w ɛ ⁵ t
117	feather	Mungaka_Grassfields	fè	f e ¹
118	fingernail	Mungaka_Grassfields	ŋkìmì	ŋ k i ³ m i ¹
119	fire	Mungaka_Grassfields	múˀ	m u ¹ ʔ
120	fire-wood	Mungaka_Grassfields	ŋ̀kwíŋ	ŋ ¹ k w i ⁵ ŋ
121	fish	Mungaka_Grassfields	ǹsú	n ¹ s u ¹
122	five	Mungaka_Grassfields	ítàn	i ⁵ t a ¹ n
123	four	Mungaka_Grassfields	íkwà	i ⁵ k w a ¹
124	give	Mungaka_Grassfields	fá	f a ⁵
125	goat	Mungaka_Grassfields	m̀bí	m ¹ b i ⁵
126	ground, soil	Mungaka_Grassfields	ǹcáʔ	n ¹ c a ⁵ ʔ
127	hair	Mungaka_Grassfields	ɲ̀ùŋ	ɲ ¹ u ¹ ŋ
128	head	Mungaka_Grassfields	tú	t u ¹
129	hear	Mungaka_Grassfields	ɥūʔ	ɥ u ³ ʔ
130	heart	Mungaka_Grassfields	ǹtʉ́m	n ¹ t ʉ ⁵ m
131	horn	Mungaka_Grassfields	ǹdɔ́ŋ	n ¹ d ɔ ⁵ ŋ
132	house	Mungaka_Grassfields	ndáp	n d a ⁵ p
133	hunger	Mungaka_Grassfields	njì	n j i ¹
134	intestine	Mungaka_Grassfields	ǹtó	n ¹ t o ⁵
135	kill	Mungaka_Grassfields	ɲɔ̌ʔ	ɲ ɔ ¹⁵ ʔ
136	knife	Mungaka_Grassfields	mûní ~ múˀˈɲí	m u ⁵¹ n i ⁵
137	know	Mungaka_Grassfields	jǐ	j i ¹⁵
138	leaf	Mungaka_Grassfields	fù	f u ¹
139	leg	Mungaka_Grassfields	kù	k u ¹
140	liver	Mungaka_Grassfields	m̀bì	m ¹ b i ¹
141	man	Mungaka_Grassfields	mʉ̀mbàŋ	m ʉ ³ m b a ¹ ŋ
142	moon	Mungaka_Grassfields	ŋú	ŋ u ¹
143	mouth	Mungaka_Grassfields	ǹcù	n ¹ c u ¹
144	name	Mungaka_Grassfields	lʉ́ŋ ~ lə́ŋ	l ʉ ⁵ ŋ
145	navel	Mungaka_Grassfields	tɔ̀ŋ	t ɔ ¹ ŋ
146	neck	Mungaka_Grassfields	tɔ́ŋ	t ɔ ⁵ ŋ
147	night	Mungaka_Grassfields	fʉ́ɲə̀m	f ʉ ⁵ ɲ ə ³ m
148	nose	Mungaka_Grassfields	ŋ̀kɔ̌ŋˈnjíˀ	ŋ ¹ k ɔ ¹⁵ ŋ n j i ⁵ ʔ
149	one	Mungaka_Grassfields	mɔ̌ʔ	m ɔ ¹⁵ ʔ
150	person	Mungaka_Grassfields	mùn	m u ¹ n
151	rain	Mungaka_Grassfields	mbə̀ŋ	m b ə ¹ ŋ
152	root	Mungaka_Grassfields	ŋɡàŋ	ŋ g a ¹ ŋ
153	salt	Mungaka_Grassfields	cí	c i ⁵
154	see	Mungaka_Grassfields	yə́ə	j əː ⁵ ə ³
155	send	Mungaka_Grassfields	tóm	t o ⁵ m
156	sing	Mungaka_Grassfields	jɔ̌p	j ɔ ¹⁵ p
157	skin	Mungaka_Grassfields	ŋɡúp	ŋ g u ¹ p
158	sky	Mungaka_Grassfields	mʉ̀mbàʔ	m ʉ ³ m b a ¹ ʔ
159	sleep	Mungaka_Grassfields	lí	l i ⁵
160	snake	Mungaka_Grassfields	ɲó	ɲ o ⁵
161	spear	Mungaka_Grassfields	kòŋ	k o ¹ ŋ
162	steal	Mungaka_Grassfields	jə̀ə́	j ə ¹ əː ⁵
163	stone	Mungaka_Grassfields	wúó	w u ¹ o ⁵
164	sun	Mungaka_Grassfields	nùm	n u ³ m
165	tail	Mungaka_Grassfields	sáŋ	s a ⁵ ŋ
166	ten	Mungaka_Grassfields	wɔ́m	w ɔ ⁵ m
167	three	Mungaka_Grassfields	ítét	i ⁵ t e ⁵ t
168	tongue	Mungaka_Grassfields	lʉ́m	l ʉ ⁵ m
169	tooth	Mungaka_Grassfields	sɔ̀ŋ	s ɔ ¹ ŋ
170	tree	Mungaka_Grassfields	tʉ́	t ʉ ⁵
171	two	Mungaka_Grassfields	íbâ	i ⁵ b a ⁵¹
172	urine	Mungaka_Grassfields	cèn	c e ¹ n
173	village	Mungaka_Grassfields	ŋɡɔ́ŋ	ŋ g ɔ ⁵ ŋ
174	walk	Mungaka_Grassfields	jǐt	j i ¹⁵ t
175	war	Mungaka_Grassfields	bɛ̀t	b ɛ ¹ t
176	water	Mungaka_Grassfields	ncì	n c i ¹
177	wind	Mungaka_Grassfields	fʉ̀fʉ̀ɛt	f ʉ ¹ f ʉ ¹ ɛ ³ t
178	woman	Mungaka_Grassfields	mʌ̀ŋɡw̎í	m ʌ ŋ g w̎ i ⁵
179	dew	Mungaka_Grassfields	mīnī	m i ³ n i ³
180	iron	Mungaka_Grassfields	tʉ́n	t ʉ ⁵ n
181	animal	Bamun_Grassfields	ɲàm	ɲ a ³ m
182	arm	Bamun_Grassfields	pú	p u ¹
183	ashes	Bamun_Grassfields	vʉ́	v ʉ ⁵
184	bark	Bamun_Grassfields	ŋɡùp tɨ́tɨ́	ŋ g u ¹ p t ɨ ⁵ t ɨ ⁵
185	bed	Bamun_Grassfields	kún	k u ¹ n
186	belly	Bamun_Grassfields	vàm	v a ³ m
187	bird	Bamun_Grassfields	mʌ́síi	m ʌ s i ⁵ i ³
188	bite	Bamun_Grassfields	nɨ́mə́	n ɨ ⁵ m əː ⁵
189	blood	Bamun_Grassfields	nšì	n ʃ i ¹
190	bone	Bamun_Grassfields	ŋkɨ́ɨ	ŋ k ɨ ⁵ ɨ ³
191	breast	Bamun_Grassfields	pɨ́n	p ɨ ⁵ n
192	burn	Bamun_Grassfields	tɔ̌n	t ɔ ¹⁵ n
193	child	Bamun_Grassfields	mɔ́n	m ɔ ⁵ n
194	cloud	Bamun_Grassfields	mbàaʔ	m b a ¹ a ³ ʔ
195	come	Bamun_Grassfields	yàá	j a ¹ a ⁵
196	count	Bamun_Grassfields	táá	t a ⁵ a ⁵
197	die	Bamun_Grassfields	kpɨ́	kp ɨ ⁵
198	dog	Bamun_Grassfields	mʌ̀mvɨ́	m ʌ m v ɨ ⁵
199	drink	Bamun_Grassfields	núə́	n u ¹ əː ⁵
200	ear	Bamun_Grassfields	tɨ́t	t ɨ ⁵ t
201	eat	Bamun_Grassfields	yɨ́	j ɨ ⁵
202	egg	Bamun_Grassfields	pùm	p u ³ m
203	elephant	Bamun_Grassfields	nsʉ́ən	n s ʉ ⁵ ə ³ n
204	eye	Bamun_Grassfields	lí	l i ⁵
205	face	Bamun_Grassfields	sɨ́	s ɨ ⁵
206	fat, oil	Bamun_Grassfields	ŋɡwɛ́t	ŋ g w ɛ ⁵ t
207	feather	Bamun_Grassfields	fʉ̀t˚	f ʉ ¹ t
208	fingernail	Bamun_Grassfields	ŋkíebə́	ŋ k i ⁵ e ³ b əː ⁵
209	fire	Bamun_Grassfields	muú	m u ³ u ¹
210	fire-wood	Bamun_Grassfields	ŋkwé	ŋ k w e ⁵
211	fish	Bamun_Grassfields	nšá	n ʃ a ⁵
212	five	Bamun_Grassfields	ítèn	i ⁵ t e ¹ n
213	four	Bamun_Grassfields	íkpà	i ⁵ kp a ¹
214	give	Bamun_Grassfields	fá	f a ⁵
215	goat	Bamun_Grassfields	mʌ̀mbví	m ʌ m b v i ⁵
216	ground, soil	Bamun_Grassfields	šá	ʃ a ⁵
217	hair	Bamun_Grassfields	ɲǜ	ɲ uʱ ¹
218	head	Bamun_Grassfields	tú	t u ¹
219	hear	Bamun_Grassfields	ɥúʔ	ɥ u ¹ ʔ
220	heart	Bamun_Grassfields	ntɨ́m	n t ɨ ⁵ m
221	horn	Bamun_Grassfields	nduú	n d u ³ u ¹
222	house	Bamun_Grassfields	ndáp	n d a ⁵ p
223	hunger	Bamun_Grassfields	njìə	n j i ¹ ə ³
224	intestine	Bamun_Grassfields	ntǔə	n t u ⁵ ə ³
225	kill	Bamun_Grassfields	ŋɔ̀ˀɔ́	ŋ ɔ ¹ ʔ ɔ ⁵
226	knife	Bamun_Grassfields	mʌ́ɲí	m ʌ ɲ i ⁵
227	know	Bamun_Grassfields	ɥí	ɥ i ⁵
228	leaf	Bamun_Grassfields	yàʔáfù˚	j a ¹ ʔ a ⁵ f u ¹
229	leg	Bamun_Grassfields	kùt	k u ¹ t
230	liver	Bamun_Grassfields	mbiə̀	m b i ³ ə ¹
231	man	Bamun_Grassfields	mʉ̀mbà	m ʉ ³ m b a ¹
232	moon	Bamun_Grassfields	mɨ́ɨt	m ɨ ⁵ ɨ ³ t
233	mouth	Bamun_Grassfields	nšùt	n ʃ u ¹ t
234	name	Bamun_Grassfields	lí	l i ⁵
235	navel	Bamun_Grassfields	tùu	t u ¹ u ³
236	neck	Bamun_Grassfields	lɔ̀ɔt	l ɔ ¹ ɔ ³ t
237	night	Bamun_Grassfields	šʉ́ʔ	ʃ ʉ ⁵ ʔ
238	nose	Bamun_Grassfields	yí	j i ⁵
239	one	Bamun_Grassfields	mɔ̄ˀ	m ɔ ³ ʔ
240	person	Bamun_Grassfields	mɨ̀n	m ɨ ¹ n
241	rain	Bamun_Grassfields	mbɨ̀ɨ	m b ɨ ¹ ɨ ³
242	road	Bamun_Grassfields	ma̍ɲʒə̍	m a ³ ɲ ʒ ə ³
243	root	Bamun_Grassfields	ŋɡàa	ŋ g a ¹ a ³
244	salt	Bamun_Grassfields	̌ŋkíɛ́	ŋ ¹⁵ k i ⁵ ɛ ⁵
245	see	Bamun_Grassfields	ɥüə́nə́	ɥ uʱ ³ əː ⁵ n əː ⁵
246	sing	Bamun_Grassfields	yǔɔb	j u ⁵ ɔ ³ b
247	skin	Bamun_Grassfields	ŋɡùp	ŋ g u ¹ p
248	sky	Bamun_Grassfields	pú:t	p uː ⁵ t
249	sleep	Bamun_Grassfields	líə́	l i ⁵ əː ⁵
250	snake	Bamun_Grassfields	ŋúə́	ŋ u ¹ əː ⁵
251	spear	Bamun_Grassfields	kùu	k u ¹ u ³
252	steal	Bamun_Grassfields	ɥüə̌rə́	ɥ uʱ ³ ə ¹⁵ r əː ⁵
253	stone	Bamun_Grassfields	wūə́	w u ³ əː ⁵
254	sun	Bamun_Grassfields	ɲām	ɲ a ³ m
255	tail	Bamun_Grassfields	ŋ̀kùn	ŋ ¹ k u ¹ n
256	ten	Bamun_Grassfields	ɣɔ́m	ɣ ɔ ⁵ m
257	three	Bamun_Grassfields	ítét	i ⁵ t e ⁵ t
258	tongue	Bamun_Grassfields	lʉ́m	l ʉ ⁵ m
259	tooth	Bamun_Grassfields	sū	s u ³
260	tree	Bamun_Grassfields	tɨ́tɨ́	t ɨ ⁵ t ɨ ⁵
261	two	Bamun_Grassfields	ípàá	i ⁵ p a ¹ a ⁵
262	urine	Bamun_Grassfields	nšɛ̀ɛ́ ŋkiɛ̄	n ʃ ɛ ¹ ɛ ⁵ ŋ k i ³ ɛ ³
263	village	Bamun_Grassfields	ŋɡùù	ŋ g u ¹ u ¹
264	war	Bamun_Grassfields	pìt	p i ¹ t
265	water	Bamun_Grassfields	ŋkìɛ˚	ŋ k i ¹ ɛ ³
266	wind	Bamun_Grassfields	fɨ̀fɨ̀ɛ̀t	f ɨ ¹ f ɨ ¹ ɛ ¹ t
267	woman	Bamun_Grassfields	mʌ̃̀nɡbiə̌	m ʌ̃̀ n g b i ³ ə ¹⁵
268	dew	Bamun_Grassfields	mɨɨ̀ʔ	m ɨ ³ ɨ ¹ ʔ
269	iron	Bamun_Grassfields	mbún	m b u ¹ n
270	animal	Kom_Grassfields	ə̄ɲám	ə ³ ɲ a ⁵ m
271	arm	Kom_Grassfields	ə̄kwœ́	ə ³ k w œ ⁵
272	ashes	Kom_Grassfields	ābvʊ́ˋ	a ³ b v ʊ ⁵¹
273	bark	Kom_Grassfields	ɛ̀-gvu-ə̀wún	ɛ ¹ g v u ³ ə ¹ w u ¹ n
274	bed	Kom_Grassfields	ə̄kɔínˊ	ə ³ k ɔ ³ i ⁵ n ⁵
275	belly	Kom_Grassfields	ə̄lvʊâ	ə ³ l v ʊ ³ a ⁵¹
276	bird	Kom_Grassfields	ə̄fə̄ɲýīn	ə ³ f ə ³ ɲ y ⁵ i ³ n
277	bite	Kom_Grassfields	lōm	l o ³ m
278	blood	Kom_Grassfields	ə̄mə̄lúŋˊ	ə ³ m ə ³ l u ¹ ŋ ⁵
279	bone	Kom_Grassfields	āvə́f	a ³ v əː ⁵ f
280	breast	Kom_Grassfields	īɣɛ́nˋ	i ³ ɣ ɛ ⁵ n
281	burn	Kom_Grassfields	ɲɔ̀ʔ	ɲ ɔ ¹ ʔ
282	child	Kom_Grassfields	ə̄waín	ə ³ w a ³ i ⁵ n
283	cloud	Kom_Grassfields	ə̄mbàʔsə̀	ə ³ m b a ¹ ʔ s ə ¹
284	come	Kom_Grassfields	ɡwì	g w i ¹
285	count	Kom_Grassfields	tāŋtə́	t a ³ ŋ t əː ⁵
286	die	Kom_Grassfields	kfʊ̄	k f ʊ ³
287	dog	Kom_Grassfields	ə̄bʉ́ˋ	ə ³ b ʉ ⁵ ¹
288	drink	Kom_Grassfields	ɲṵ̄	ɲ ũ 3
289	ear	Kom_Grassfields	ātúŋlə́ˋ	a ³ t u ¹ ŋ l əː ⁵ ¹
290	eat	Kom_Grassfields	kfə̄l	k f ə ³ l
291	egg	Kom_Grassfields	íɣʷűˈḿ	i ⁵ ɣʷ u ⁵ m ⁵
292	elephant	Kom_Grassfields	âtàm	a ⁵¹ t a ³ m
293	eye	Kom_Grassfields	īsʉ́	i ³ s ʉ ⁵
294	face	Kom_Grassfields	īkə̂ʔ	i ³ k ə ⁵¹ ʔ
295	fall	Kom_Grassfields	fe᷄	f e ³⁵
296	fat, oil	Kom_Grassfields	ə̄mə̄və́l	ə ³ m ə ³ v əː ⁵ l
297	feather	Kom_Grassfields	īvə̂l	i ³ v ə ⁵¹ l
298	fire	Kom_Grassfields	ə̄və́s	ə ³ v əː ⁵ s
299	fire-wood	Kom_Grassfields	fə̀kāˋˀ	f ə ¹ k a ³ ¹ ʔ
300	fish	Kom_Grassfields	ə̄ʃvʊ́	ə ³ ʃ v ʊ ⁵
301	five	Kom_Grassfields	tāìn	t a ³ i ¹ n
302	fly	Kom_Grassfields	taìn	t a ³ i ¹ n
303	four	Kom_Grassfields	kɛ̀	k ɛ ¹
304	give	Kom_Grassfields	fū	f u ³
305	goat	Kom_Grassfields	ə̄ɓʉɨ́	ə ³ ɓ ʉ ³ ɨ ⁵
306	ground, soil	Kom_Grassfields	ə̄nsē	ə ³ n s e ³
307	hair	Kom_Grassfields	ə̄ɲʉ́ŋ	ə ³ ɲ ʉ ⁵ ŋ
308	head	Kom_Grassfields	ātʰúˋ	a ³ tʰ u ¹ ¹
309	hear	Kom_Grassfields	ʒvʊ̄	ʒ v ʊ ³
310	heart	Kom_Grassfields	ātɛ́m	a ³ t ɛ ⁵ m
311	horn	Kom_Grassfields	ə̄ndɔ̄ŋ	ə ³ n d ɔ ³ ŋ
312	house	Kom_Grassfields	ə̄ndō	ə ³ n d o ³
313	hunger	Kom_Grassfields	ə̄dʒɛ́ŋ̄	ə ³ dʒ ɛ ⁵ ŋ ³
314	intestine	Kom_Grassfields	ə̄mə̄tú	ə ³ m ə ³ t u ¹
315	kill	Kom_Grassfields	ʒȳ	ʒ y ³
316	knee	Kom_Grassfields	īlvʊ́	i ³ l v ʊ ⁵
317	knife	Kom_Grassfields	ə̄fə̄ɲỳ	ə ³ f ə ³ ɲ y
318	leaf	Kom_Grassfields	īfʊ́	i ³ f ʊ ⁵
319	leg	Kom_Grassfields	āvʊ́	a ³ v ʊ ⁵
320	liver	Kom_Grassfields	àɣás	a ¹ ɣ a ⁵ s
321	louse	Kom_Grassfields	ə̄fənsɛ̂s	ə ³ f ə ³ n s ɛ ⁵¹ s
322	man	Kom_Grassfields	wúlùmnə̀	w u ¹ l u ³ m n ə ¹
323	moon	Kom_Grassfields	ə̄ndʒɔ̄ŋ	ə ³ n dʒ ɔ ³ ŋ
324	mouth	Kom_Grassfields	ə̄tʃvʊ̂	ə ³ tʃ v ʊ ¹⁵
325	name	Kom_Grassfields	īɥínˊ	i ³ ɥ i ⁵ n ⁵
326	navel	Kom_Grassfields	ītɔ́ŋ̄	i ³ t ɔ ⁵ ŋ ³
327	neck	Kom_Grassfields	ə́tɔ̋ˈŋ́	əː ⁵ t ɔ ⁵ ŋ ⁵
328	night	Kom_Grassfields	nə̄ntóʔó	n ə ³ n t o ⁵ ʔ o ⁵
329	nose	Kom_Grassfields	āʒýˋ	a ³ ʒ y ⁵ ¹
330	one	Kom_Grassfields	mɔ̀	m ɔ ¹
331	person	Kom_Grassfields	ə̄wúlˋ	ə ³ w u ¹ l ¹
332	rain	Kom_Grassfields	īvʊ́ˊ	i ³ v ʊ ⁵ ⁵
333	road	Kom_Grassfields	-dʒìì	dʒ i ¹ i ¹
334	root	Kom_Grassfields	īɣáŋ̄	i ³ ɣ a ⁵ ŋ ³
335	salt	Kom_Grassfields	ə̄fə̄nɡwáŋ	ə ³ f ə ³ n g w a ⁵ ŋ
336	see	Kom_Grassfields	ɥɛ̄n	ɥ ɛ ³ n
337	send	Kom_Grassfields	tōm	t o ³ m
338	sing	Kom_Grassfields	ʒɛ̄m	ʒ ɛ ³ m
339	sky	Kom_Grassfields	īʒvʊ́	i ³ ʒ v ʊ ⁵
340	smoke	Kom_Grassfields	ə̄fə̄lə́ʔˋ	ə ³ f ə ³ l əː ⁵ ʔ ¹
341	snake	Kom_Grassfields	ə̄mbām	ə ³ m b a ³ m
342	spear	Kom_Grassfields	īɣɔ́ŋ̄	i ³ ɣ ɔ ⁵ ŋ ³
343	steal	Kom_Grassfields	tʃɔ̄ŋ	tʃ ɔ ³ ŋ
344	stone	Kom_Grassfields	ə̄nɡɔ̀ʔ	ə ³ n g ɔ ¹ ʔ
345	sun	Kom_Grassfields	ītʃvʊ́ īʒȳ	i ³ tʃ v ʊ ⁵ i ³ ʒ y ³
346	tail	Kom_Grassfields	ənkɔìn	ə ³ n k ɔ ³ i ¹ n
347	ten	Kom_Grassfields	ìvə̄m	i ¹ v ə ³ m
348	three	Kom_Grassfields	tál	t a ⁵ l
349	tongue	Kom_Grassfields	īlɛ́mí	i ³ l ɛ ⁵ m i ⁵
350	tooth	Kom_Grassfields	īsɔ́ŋ̄	i ³ s ɔ ⁵ ŋ ³
351	tree	Kom_Grassfields	ə̄fə̄kâʔ	ə ³ f ə ³ k a ⁵¹ ʔ
352	two	Kom_Grassfields	bò	b o ¹
353	urine	Kom_Grassfields	ə̄mə̄ndʒî	ə ³ m ə ³ n dʒ i ⁵¹
354	village	Kom_Grassfields	ə̄ntə̀ʔ	ə ³ n t ə ¹ ʔ
355	war	Kom_Grassfields	éɣɔ̋ˈŋ́	e ⁵ ɣ ɔ ⁵ ŋ ⁵
356	water	Kom_Grassfields	ə̄mú	ə ³ m u ¹
357	wind	Kom_Grassfields	āfʉɛ́fˋ	a ³ f ʉ ³ ɛ ⁵ f ¹
358	woman	Kom_Grassfields	ə̄wí	ə ³ w i ⁵
359	dew	Kom_Grassfields	āmʉâʔ	a ³ m ʉ ³ a ⁵¹ ʔ
360	iron	Kom_Grassfields	ākás	a ³ k a ⁵ s
361	animal	Oku_Grassfields	ɲàm	ɲ a ³ m
362	arm	Oku_Grassfields	ēbkɔ̂i	e ³ b k ɔ ⁵¹ i ³
363	ashes	Oku_Grassfields	kə̄ɓə̂l	k ə ³ ɓ ə ⁵¹ l
364	bed	Oku_Grassfields	ēbkón	e ³ b k o ⁵ n
365	belly	Oku_Grassfields	ēblɛ̂:	e ³ b l ɛː ⁵¹
366	bird	Oku_Grassfields	fə̄nʊ́n	f ə ³ n ʊ ⁵ n
